tick,total_energy,job_queue_len,stop_and_go,total_turning,orders_finished,phase
38.54999999999981,85163.52572746747,15,113,110,0,baseline
38.69999999999981,85680.02083624748,15,113,110,0,baseline
38.84999999999981,86208.68576842747,15,114,110,0,baseline
38.99999999999981,87366.47930785746,15,115,110,0,baseline
39.14999999999981,87980.62674639185,15,115,111,0,baseline
39.299999999999805,88507.14909087186,15,115,111,0,baseline
39.449999999999804,89050.59685834686,15,115,111,0,baseline
39.5999999999998,89579.69438740685,15,116,111,0,baseline
39.7499999999998,90111.03384076685,15,116,111,0,baseline
39.8999999999998,90647.79265060683,15,116,111,0,baseline
40.0499999999998,91185.71253870185,15,116,111,0,baseline
40.1999999999998,91730.46483084184,15,116,111,0,baseline
40.349999999999795,92288.20207480688,15,116,111,0,baseline
40.499999999999794,92858.35554520685,15,116,111,0,baseline
40.64999999999979,93437.88741048187,15,116,111,0,baseline
40.79999999999979,94008.01596888184,15,118,111,0,baseline
40.94999999999979,94700.41001097494,15,118,113,0,baseline
41.09999999999979,95313.28500789494,15,118,113,0,baseline
41.24999999999979,95911.72800832994,15,119,113,0,baseline
41.399999999999785,96596.41364562062,15,119,114,0,baseline
41.549999999999784,97215.54643573561,15,119,114,0,baseline
41.69999999999978,97834.55138836562,15,119,114,0,baseline
41.84999999999978,98426.82792922563,15,120,114,0,baseline
41.99999999999978,99013.49000593563,15,120,114,0,baseline
42.14999999999978,99584.20535871062,15,122,114,0,baseline
42.29999999999978,100204.98847361497,15,123,115,0,baseline
42.449999999999775,100861.17995084835,15,123,116,0,baseline
42.599999999999774,101412.64085774835,15,123,116,0,baseline
42.74999999999977,101952.91574726836,15,124,116,0,baseline
42.89999999999977,102574.71060555388,15,124,117,0,baseline
43.04999999999977,103119.92922697889,15,124,117,0,baseline
43.19999999999977,103682.20381027886,15,124,117,0,baseline
43.34999999999977,104235.18423240387,15,124,117,0,baseline
43.499999999999766,104788.11729837387,15,124,117,0,baseline
43.649999999999764,105335.3284282689,15,124,117,0,baseline
43.79999999999976,105894.77903395888,15,124,117,0,baseline
43.94999999999976,106422.7043677839,15,124,117,0,baseline
44.09999999999976,106918.21250229387,15,125,117,0,baseline
44.24999999999976,107539.6152427935,15,125,118,0,baseline
44.39999999999976,108030.03480547354,15,126,118,0,baseline
44.549999999999756,108608.40578013896,15,127,119,0,baseline
44.699999999999754,109090.54568391896,15,127,119,0,baseline
44.84999999999975,109602.36970706396,15,127,119,0,baseline
44.99999999999975,110077.72879799397,15,129,119,0,baseline
45.14999999999975,110515.14966881399,15,130,119,0,baseline
45.29999999999975,110950.51774412398,15,130,119,0,baseline
45.44999999999975,111352.425173214,15,132,119,0,baseline
45.599999999999746,111855.2835583162,15,133,120,0,baseline
45.749999999999744,112332.62578338315,15,133,121,0,baseline
45.89999999999974,112702.53033864316,15,135,121,0,baseline
46.04999999999974,113166.35971009711,15,135,122,0,baseline
46.19999999999974,113532.6607756971,15,135,122,0,baseline
46.34999999999974,113915.46242127211,15,135,122,0,baseline
46.49999999999974,114280.60445607212,15,136,122,0,baseline
46.649999999999736,114647.4749165721,15,136,122,0,baseline
46.799999999999734,115016.07380277214,15,136,122,0,baseline
46.94999999999973,115386.40111467207,15,136,122,0,baseline
47.09999999999973,115762.43419320209,15,137,122,0,baseline
47.24999999999973,116202.86616788647,15,138,123,0,baseline
47.39999999999973,116676.41178183934,15,138,124,0,baseline
47.54999999999973,117082.06604579434,15,139,124,0,baseline
47.699999999999726,117502.50334745437,15,140,124,0,baseline
47.849999999999724,117956.96295636773,15,140,125,0,baseline
47.99999999999972,118412.36529321772,15,140,125,1,baseline
