item_code,item_name,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,item_volume,item_unit,item_order_frequency,item_relative_importance,item_quantity_order_mean,item_quantity_order_std,item_quantity_order_total,item_quantity_order_unique,item_quantity_order_unique_frequency,item_class,item_initial_quantity_inventory,item_class_old
12010085001,巴黎美妝潔手乳-粉紅葡萄柚補充包,40.0,17.0,16.0,10880.0,3.65,14.0,777.1,PCS,2.0,0.993756770720488,1.0,0.0,2,[1],[2],4,1,4
12010095001,LCS杏仁牛奶潔手乳 杏仁潔手乳,40.0,18.0,16.0,11520.0,4.78,14.0,822.9,PCS,1.0,0.9980000333327778,1.0,0.0,1,[1],[1],3,1,3
12010096001,LCS杏仁牛奶潔手乳-補充包,40.0,18.0,16.0,11520.0,3.99,14.0,822.9,PCS,1.0,0.9980033666105564,1.0,0.0,1,[1],[1],3,1,3
12010097001,Caprina山羊奶滋養皂-經典原味,19.0,18.0,11.0,3762.0,2.0,12.0,313.5,PCS,1.0,0.9980066998883352,7.0,0.0,7,[7],[1],3,7,3
12010098001,Medimix美姬仕百年經典美膚皂 百年經典,10.0,6.0,15.0,900.0,0.69,5.0,180.0,PCS,1.0,0.998010033166114,1.0,0.0,1,[1],[1],3,1,3
12010102001,Medimix美姬仕草本精萃皂 草本精萃皂淺綠,10.0,6.0,15.0,900.0,0.69,5.0,180.0,PCS,1.0,0.9980133664438926,1.0,0.0,1,[1],[1],3,1,3
12010103001,美琪抗菌T3洗手慕斯滋養補充瓶,39.0,24.0,15.0,14040.0,6.92,12.0,1170.0,PCS,5.0,0.976647055882402,1.2,0.447,6,"[1, 2]","[4, 1]",3,2,3
12010105001,家福薰衣草香氛精油皂,30.0,19.0,18.0,10260.0,5.84,60.0,171.0,PCS,4.0,0.9828102864952252,6.0,0.0,24,[6],[4],3,6,3
12010106001,家福玫瑰香氛精油皂,30.0,19.0,18.0,10260.0,5.96,60.0,171.0,PCS,7.0,0.9646572557124048,11.143,7.29,78,"[6, 12, 18, 24]","[4, 1, 1, 1]",0,19,0
12010107001,家福蘆薈香氛精油皂,31.0,19.0,18.0,10602.0,5.96,60.0,176.7,PCS,4.0,0.98282361960634,6.0,0.0,24,[6],[4],3,6,3
12010110001,依必朗抗菌洗手露,27.0,26.0,23.0,16146.0,8.67,12.0,1345.5,PCS,75.0,0.7223646272562124,1.662,0.681,128,"[1, 2, 4, 5]","[31, 44, 1, 1]",3,3,3
12010113001,美琪抗菌T3洗手慕斯,39.0,24.0,20.0,18720.0,7.56,12.0,1560.0,PCS,11.0,0.940064332261129,1.091,0.302,12,"[1, 2]","[10, 1]",0,2,0
12010118001,台鹽蓓舒美海鹽抗菌洗手露,42.0,26.0,20.0,21840.0,6.85,12.0,1820.0,PCS,7.0,0.9646805886568556,1.143,0.378,8,"[1, 2]","[6, 1]",3,2,3
12010119001,艾瑪花園檸檬馬鞭草馬賽液態皂 馬鞭草液態皂,36.0,26.0,22.0,20592.0,7.3,12.0,1716.0,PCS,3.0,0.9887101881635306,1.0,0.0,3,[1],[3],3,1,3
12010120001,依必朗抗菌洗手露,29.0,18.0,16.0,8352.0,3.7,12.0,696.0,PCS,23.0,0.8757287378543691,1.522,0.511,35,"[1, 2]","[11, 12]",3,3,3
12010121001,快潔適貓熊抑菌洗手乳 貓熊抗菌洗手乳,43.0,34.0,14.0,20468.0,5.09,12.0,1705.7,PCS,2.0,0.9937634372760454,1.5,0.707,3,"[1, 2]","[1, 1]",4,3,4
12010122001,艾瑪花園蜂王乳青春馬賽液態皂 蜂王乳液態皂,36.0,26.0,22.0,20592.0,7.5,12.0,1716.0,PCS,1.0,0.9980166997216712,1.0,0.0,1,[1],[1],3,1,3
12010123001,OP天然茶酚洗手慕絲-敏弱性,30.0,21.0,21.0,13230.0,5.9,12.0,1102.5,PCS,5.0,0.9766637222712956,1.4,0.548,7,"[1, 2]","[3, 2]",3,2,3
12010124001,OP天然茶酚洗手慕絲深層抗菌 OP抗菌洗手,30.0,21.0,21.0,13230.0,5.9,12.0,1102.5,PCS,4.0,0.9828369527174547,1.25,0.5,5,"[1, 2]","[3, 1]",4,2,4
12010135001,蒂沐蝶抗菌植萃洗手露-水漾微風 抗菌洗手乳水漾,28.0,22.0,18.0,11088.0,5.0,12.0,924.0,PCS,2.0,0.9937701038316028,1.5,0.707,3,"[1, 2]","[1, 1]",3,3,3
12010137001,美琪抗菌洗手乳-淨萃青桔,43.0,22.0,24.0,22704.0,9.9,12.0,1892.0,PCS,57.0,0.7687005216579723,1.241,0.432,72,"[1, 2]","[44, 14]",3,2,3
12010140001,雅蓮碧美體入浴劑-膠原蛋白 雅蓮碧入浴劑,24.0,14.0,17.0,5712.0,1.55,30.0,190.4,PCS,1.0,0.99802003299945,6.0,0.0,6,[6],[1],1,6,1
12010144001,綠的抗菌皂-茶樹清香,42.0,29.0,26.0,31668.0,13.13,144.0,219.9,PCS,20.0,0.8905584906918218,3.75,1.333,75,"[3, 6]","[15, 5]",3,6,3
12010145001,美琪抗菌皂茶樹6入裝 美琪茶樹皂6入,39.0,31.0,24.0,29016.0,15.78,24.0,1209.0,PCS,7.0,0.9647039216013068,1.143,0.378,8,"[1, 2]","[6, 1]",3,2,3
12010147001,臺灣茶摳-鳶尾花潤澤滋養皂 鳶尾花潤澤,35.0,23.0,12.0,9660.0,4.64,12.0,805.0,PCS,1.0,0.9980233662772288,2.0,0.0,2,[2],[1],3,2,3
12010148001,臺灣茶摳-小蒼蘭水漾滋養皂 小蒼蘭水樣,35.0,23.0,12.0,9660.0,4.64,12.0,805.0,PCS,1.0,0.9980266995550074,1.0,0.0,1,[1],[1],3,1,3
12010149001,臺灣茶摳-桃花嫩白滋養皂 桃花嫩白,35.0,23.0,12.0,9660.0,4.64,12.0,805.0,PCS,2.0,0.9937767703871602,1.5,0.707,3,"[1, 2]","[1, 1]",3,3,3
12010153001,滴露滋潤倍護潔手液 滋潤倍護,26.0,17.0,18.0,7956.0,3.69,12.0,663.0,PCS,3.0,0.9887201879968668,1.333,0.577,4,"[1, 2]","[2, 1]",4,2,4
12010156001,滴露經典松木香皂 經典松木,38.0,14.0,11.0,5852.0,2.79,8.0,731.5,PCS,1.0,0.998030032832786,1.0,0.0,1,[1],[1],3,1,3
12010161001,依必朗健康柔膚皂 健康柔膚皂,21.0,20.0,20.0,8400.0,4.252,36.0,233.3,PCS,2.0,0.9937834369427176,3.0,0.0,6,[3],[2],3,3,3
12010163001,多芬滋養柔嫩潔膚塊,38.0,15.0,19.0,10830.0,5.41,12.0,902.5,PCS,13.0,0.9283578607023216,1.538,0.776,20,"[1, 2, 3]","[8, 3, 2]",3,3,3
12010170001,蜂王無患子淨白皂 無患子淨白皂,36.0,35.0,18.0,22680.0,13.0,36.0,630.0,PCS,3.0,0.9887301878302028,1.667,0.577,5,"[1, 2]","[1, 2]",3,3,3
12010171001,蜂王珍珠檀香皂 珍珠檀香皂,46.0,32.0,24.0,35328.0,14.0,24.0,1472.0,PCS,4.0,0.9828502858285696,1.0,0.0,4,[1],[4],3,1,3
12010172001,蜂王黑砂糖香皂4+1蘆薈皂,41.0,36.0,25.0,36900.0,17.0,36.0,1025.0,PCS,5.0,0.976680388660189,1.2,0.447,6,"[1, 2]","[4, 1]",3,2,3
12010173001,清淨海環保洗手乳,32.0,24.0,19.0,14592.0,5.4,12.0,1216.0,PCS,7.0,0.9647272545457576,1.143,0.378,8,"[1, 2]","[6, 1]",3,2,3
12010175001,滴露清新柑橘香皂 清新柑橘,38.0,14.0,11.0,5852.0,2.78,8.0,731.5,PCS,1.0,0.9980333661105648,1.0,0.0,1,[1],[1],1,1,1
12010176001,滴露滋潤倍護香皂 滋潤倍護,38.0,14.0,11.0,5852.0,2.79,8.0,731.5,PCS,2.0,0.993790103498275,1.5,0.707,3,"[1, 2]","[1, 1]",4,3,4
12010178001,快潔適小黃鴨抑菌洗手慕絲補充包,32.0,25.0,25.0,20000.0,4.97,12.0,1666.7,PCS,3.0,0.988740187663539,1.25,0.5,5,"[1, 2]","[3, 1]",3,3,3
12010180001,戴奧飛波登馬賽皂,23.0,16.0,21.0,7728.0,3.85,12.0,644.0,PCS,1.0,0.9980366993883436,2.0,0.0,2,[2],[1],3,2,3
12010192001,沙威隆茶樹精油抗菌潔淨洗手乳,30.0,20.0,16.0,9600.0,3.5,12.0,800.0,PCS,20.0,0.8906251562473959,1.45,0.51,29,"[1, 2]","[11, 9]",0,2,0
12010193001,日本獅王趣淨洗手慕斯-清爽柑橘 清爽柑橘,39.0,34.0,17.0,22542.0,7.11,20.0,1127.1,PCS,3.0,0.988750187496875,1.667,0.577,5,"[1, 2]","[1, 2]",3,3,3
12010194001,小橄欖樹草本極致滋潤香皂-乳油木 乳油木,21.0,15.0,11.0,3465.0,3.1,12.0,288.8,PCS,1.0,0.9980400326661222,1.0,0.0,1,[1],[1],3,1,3
12010196001,蒂沐蝶抗菌植萃洗手露-清新花語 抗菌洗手乳花語,28.0,22.0,18.0,11088.0,5.0,12.0,924.0,PCS,3.0,0.9887601873302112,1.0,0.0,3,[1],[3],3,1,3
12010198001,日本獅王洗手慕斯補充包-柑橘,39.0,23.0,20.0,17940.0,6.0,24.0,747.5,PCS,23.0,0.8758054032432793,1.609,0.499,37,"[1, 2]","[9, 14]",3,3,3
12010200001,台鹽蓓舒美海鹽淨膚皂三入裝,35.0,21.0,13.0,9555.0,5.43,12.0,796.3,PCS,4.0,0.9828636189396844,2.5,3.0,10,"[1, 7]","[3, 1]",3,6,3
12010201001,比佛利美容香皂(六塊裝) 比佛利香皂,40.0,17.0,20.0,13600.0,10.3,12.0,1133.3,PCS,3.0,0.9887701871635473,2.333,2.309,7,"[1, 5]","[2, 1]",3,5,3
12010206001,沙威隆抗菌洗手慕斯-清新草本薄荷,39.0,20.0,20.0,15600.0,5.36,12.0,1300.0,PCS,1.0,0.998043365943901,2.0,0.0,2,[2],[1],3,2,3
12010207001,白博士抗菌洗手乳2kg,49.0,20.0,32.0,31360.0,13.84,6.0,5226.7,PCS,4.0,0.9828769520507992,1.25,0.5,5,"[1, 2]","[3, 1]",3,2,3
12010209001,白博士抗菌洗手乳500g,44.0,19.0,21.0,17556.0,7.0,12.0,1463.0,PCS,18.0,0.9016449725837904,1.278,0.461,23,"[1, 2]","[13, 5]",3,2,3
12010213001,美琪抗菌皂白麝香6入裝 美琪白麝皂6入,39.0,31.0,24.0,29016.0,15.78,24.0,1209.0,PCS,7.0,0.9647505874902084,1.0,0.0,7,[1],[7],0,1,0
12010214001,蜂王蘆薈潤膚皂 蘆薈皂,46.0,34.0,25.0,39100.0,37.25,24.0,1629.2,PCS,1.0,0.9980466992216795,1.0,0.0,1,[1],[1],3,1,3
12010221001,小橄欖樹草本極致滋潤香皂-薰衣草 薰衣草,21.0,15.0,11.0,3465.0,3.1,12.0,288.8,PCS,1.0,0.9980500324994585,1.0,0.0,1,[1],[1],1,1,1
12010229001,印度Medimix檀香美肌皂 皇室御用美肌皂,34.0,20.0,21.0,14280.0,8.43,20.0,714.0,PCS,3.0,0.9887801869968834,1.0,0.0,3,[1],[3],3,1,3
12010234001,美琪抗菌洗手乳-玫瑰果萃 1加侖,39.0,23.0,32.0,28704.0,16.72,4.0,7176.0,PCS,51.0,0.7815103081615307,1.173,0.382,61,"[1, 2]","[43, 9]",2,2,2
12010243001,美琪抗菌皂草本6入裝 美琪草本皂6入,39.0,31.0,24.0,29016.0,15.78,24.0,1209.0,PCS,2.0,0.9937967700538324,1.0,0.0,2,[1],[2],4,1,4
12010249001,雅蓮碧入浴劑吉野櫻40g 雅蓮碧吉野櫻,24.0,14.0,18.0,6048.0,1.55,30.0,201.6,PCS,1.0,0.998053365777237,6.0,0.0,6,[6],[1],1,6,1
12010254001,綠的藥皂-消毒殺菌味,41.0,26.0,32.0,34112.0,14.56,144.0,236.9,PCS,4.0,0.982890285161914,9.0,6.0,36,"[6, 18]","[3, 1]",3,16,3
12010261001,雅蓮碧美體入浴劑-小蒼蘭 小蒼蘭,24.0,14.0,15.0,5040.0,1.55,15.0,336.0,PCS,1.0,0.9980566990550156,6.0,0.0,6,[6],[1],3,6,3
12010262001,沙威隆抗菌潔淨洗手乳-青檸尤加利,30.0,19.0,15.0,8550.0,3.8,12.0,712.5,PCS,22.0,0.8814953084115265,1.545,0.51,34,"[1, 2]","[10, 12]",3,3,3
12010263001,Biore抗菌洗手慕絲花型 洗手慕絲花型,48.0,32.0,22.0,33792.0,9.87,24.0,1408.0,PCS,3.0,0.9887901868302196,1.0,0.0,3,[1],[3],3,1,3
12010897001,巴黎美妝馬賽香皂-羅勒哈密瓜 羅勒哈密瓜,25.0,14.0,9.0,3150.0,2.3,12.0,262.5,PCS,5.0,0.9766970550490826,2.2,1.643,11,"[1, 2, 5]","[2, 2, 1]",3,4,3
12010999001,巴黎美妝潔手乳-覆盆子牡丹 巴黎美妝潔手乳,40.0,17.0,16.0,10880.0,5.1,14.0,777.1,PCS,2.0,0.99380343660939,1.0,0.0,2,[1],[2],3,1,3
12011003001,Mens Biore 沐浴乳-麝香清新,40.0,21.0,24.0,20160.0,10.8,12.0,1680.0,PCS,12.0,0.9339477675372078,2.6,2.293,39,"[1, 2, 3, 4, 5, 9]","[8, 1, 1, 3, 1, 1]",0,6,0
12011005001,澎澎元氣炭控油沐浴乳補充包,39.0,26.0,26.0,26364.0,9.394,12.0,2197.0,PCS,11.0,0.9401009983166948,2.583,3.175,31,"[1, 2, 5, 12]","[6, 4, 1, 1]",3,7,3
12011006001,On The Body SPA沐浴露-阿拉斯加 阿拉斯加,25.0,18.0,23.0,10350.0,4.36,6.0,1725.0,PCS,1.0,0.9980600323327944,2.0,0.0,2,[2],[1],3,2,3
12011007001,澡享沐浴乳-原味清香添加胺基酸 澡享沐浴乳原味,23.0,21.0,28.0,13524.0,7.03,6.0,2254.0,PCS,4.0,0.9829036182730287,1.0,0.0,4,[1],[4],3,1,3
12011009001,巴黎美妝黑苺歡欣沐浴露 黑苺沐浴露,24.0,16.0,18.0,6912.0,3.18,12.0,576.0,PCS,1.0,0.9980633656105732,8.0,0.0,8,[8],[1],3,8,3
12011011001,澎澎 激酷沐浴乳 澎澎 激酷沐浴乳,37.0,21.0,25.0,19425.0,9.17,12.0,1618.8,PCS,4.0,0.9829169513841436,3.0,3.367,12,"[1, 2, 8]","[2, 1, 1]",4,7,4
12011014001,Farcent香水沐浴露補充包-真我星夜 沐浴(補)星夜,35.0,28.0,25.0,24500.0,8.2,12.0,2041.7,PCS,5.0,0.976713721437976,1.6,1.342,8,"[1, 4]","[4, 1]",3,3,3
12011018001,澡享雪松白麝香沐浴乳補充包,21.0,18.0,26.0,9828.0,4.21,6.0,1638.0,PCS,9.0,0.9527507874868753,1.222,0.441,11,"[1, 2]","[7, 2]",3,2,3
12011019001,植簡舒敏柔潤沐浴露 舒敏柔潤,34.0,26.0,26.0,22984.0,8.73,12.0,1915.3,PCS,1.0,0.998066698888352,1.0,0.0,1,[1],[1],3,1,3
12011022001,嬌生PH 5.5沐浴乳--一般,35.0,29.0,23.0,23345.0,14.47,12.0,1945.4,PCS,19.0,0.8960983983600274,1.789,1.548,34,"[1, 2, 3, 4, 5, 6]","[14, 1, 1, 1, 1, 1]",3,4,3
12011024001,詩波蜜柔沐浴乳柑橘香(清爽型) 柑橘香(清爽,30.0,20.0,23.0,13800.0,6.91,9.0,1533.3,PCS,1.0,0.9980700321661304,2.0,0.0,2,[2],[1],1,2,1
12011025001,詩波蜜柔沐浴乳花果香(滋潤型) 花果香(滋潤,29.0,19.0,23.0,12673.0,6.95,9.0,1408.1,PCS,2.0,0.9938101031649472,4.5,3.536,9,"[2, 7]","[1, 1]",3,9,3
12011032001,牛乳石鹼精華沐浴乳補充包柚子 牛乳補柚子果香,40.0,19.0,24.0,18240.0,7.084,16.0,1140.0,PCS,5.0,0.9767303878268696,1.0,0.0,5,[1],[5],3,1,3
12011033001,超值薰衣草沐浴乳,32.0,32.0,28.0,28672.0,13.51,6.0,4778.7,PCS,74.0,0.7268478858685689,3.297,3.251,244,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12]","[33, 13, 7, 2, 1, 7, 2, 1, 1, 3, 4]",3,7,3
12011034001,麗仕精油香氛沐浴乳媚惑幽香,47.0,22.0,26.0,26884.0,14.2,12.0,2240.3,PCS,3.0,0.9888001866635556,1.667,1.155,5,"[1, 3]","[2, 1]",3,3,3
12011038001,澡享白茶沐浴乳補充包,20.0,18.0,25.0,9000.0,4.12,6.0,1500.0,PCS,1.0,0.9980733654439092,1.0,0.0,1,[1],[1],1,1,1
12011039001,植簡清爽潔淨沐浴露 清爽潔淨,34.0,26.0,26.0,22984.0,8.73,12.0,1915.3,PCS,1.0,0.998076698721688,1.0,0.0,1,[1],[1],3,1,3
12011042001,澡享甘橙花梨木沐浴乳,23.0,21.0,28.0,13524.0,7.03,6.0,2254.0,PCS,12.0,0.9339877668705522,1.167,0.389,14,"[1, 2]","[10, 2]",3,2,3
12011047001,嚕啦啦燕麥保濕舒敏沐浴乳,49.0,24.0,26.0,30576.0,12.52,6.0,5096.0,PCS,1.0,0.9980800319994668,1.0,0.0,1,[1],[1],3,1,3
12011050001,嚕啦啦玫瑰香氛沐浴乳,49.0,24.0,26.0,30576.0,12.52,6.0,5096.0,PCS,4.0,0.9829302844952584,1.8,1.304,9,"[1, 2, 4]","[3, 1, 1]",3,4,3
12011051001,澎澎香浴乳--倍潤保濕型,43.0,28.0,28.0,33712.0,16.52,12.0,2809.3,PCS,6.0,0.970797153380777,1.5,1.225,9,"[1, 4]","[5, 1]",3,3,3
12011056001,EAU耀香水沐浴乳-海島風情,33.0,29.0,27.0,25839.0,13.2,12.0,2153.3,PCS,26.0,0.8638856019066349,2.296,1.958,62,"[1, 2, 12]","[2, 24, 1]",3,5,3
12011057001,牛乳石鹼精華沐浴乳補充包皂香 牛乳補清新皂香,40.0,19.0,24.0,18240.0,7.074,16.0,1140.0,PCS,3.0,0.9888101864968916,1.0,0.0,3,[1],[3],3,1,3
12011058001,沙威隆抗菌潔淨沐浴乳-綠茶精萃 綠茶精萃,50.0,27.0,24.0,32400.0,14.0,12.0,2700.0,PCS,19.0,0.8961617306378227,1.053,0.229,20,"[1, 2]","[18, 1]",3,2,3
12011060001,綠的綠茶抗菌沐浴乳,38.0,29.0,27.0,29754.0,14.25,12.0,2479.5,PCS,5.0,0.976747054215763,1.6,0.548,8,"[1, 2]","[2, 3]",3,3,3
12011061001,雪芙蘭美肌SPA沐浴乳檸檬草抗菌 檸檬草抗菌,48.0,24.0,26.0,29952.0,13.9,12.0,2496.0,PCS,2.0,0.9938167697205048,1.0,0.0,2,[1],[2],3,1,3
12011062001,MENs Biore 控油體香沐浴乳,42.0,23.0,25.0,24150.0,10.892,12.0,2012.5,PCS,9.0,0.9527807869868836,1.333,0.5,12,"[1, 2]","[6, 3]",0,2,0
12011063001,多芬薰衣草舒緩清潤沐浴乳,47.0,28.0,21.0,27636.0,13.83,12.0,2303.0,PCS,6.0,0.9708171530474492,1.0,0.0,6,[1],[6],4,1,4
12011065001,澎澎元氣炭控油沐浴乳,41.0,26.0,27.0,28782.0,16.32,12.0,2398.5,PCS,21.0,0.8857885701904968,1.652,1.335,38,"[1, 2, 3, 5, 6]","[16, 4, 1, 1, 1]",3,4,3
12011067001,麗仕植然香氛沐浴露-深層淨化,30.0,23.0,25.0,17250.0,7.99,12.0,1437.5,PCS,27.0,0.8598756687388543,1.929,0.262,54,"[1, 2]","[2, 26]",3,3,3
12011068001,澎澎香浴乳-漾采緊緻型 漾采緊緻,42.0,28.0,26.0,30576.0,16.4,12.0,2548.0,PCS,11.0,0.9401376643722604,1.273,0.905,14,"[1, 4]","[10, 1]",3,3,3
12011069001,Mens Biore 沐浴乳-茶樹清爽,38.0,22.0,24.0,20064.0,10.1,12.0,1672.0,PCS,15.0,0.9169280511991468,1.067,0.258,16,"[1, 2]","[14, 1]",3,2,3
12011074001,多芬滋養柔嫩沐浴乳,48.0,28.0,26.0,34944.0,14.01,12.0,2912.0,PCS,8.0,0.958817353044116,2.333,2.915,21,"[1, 2, 10]","[5, 3, 1]",3,6,3
12011075001,澎澎香浴乳--水嫩清爽型,42.0,26.0,28.0,30576.0,16.28,12.0,2548.0,PCS,45.0,0.7983766937217713,1.533,0.894,69,"[1, 2, 3, 4, 5]","[29, 11, 3, 1, 1]",3,3,3
12011076001,EAU耀 湛藍微風沐浴乳補充包,37.0,28.0,31.0,32116.0,10.304,12.0,2676.3,PCS,3.0,0.9888201863302278,2.667,1.155,8,"[2, 4]","[2, 1]",3,4,3
12011079001,牛乳石鹼美肌保濕沐浴乳補愉悅 牛乳補愉悅花香,40.0,19.0,24.0,18240.0,7.068,16.0,1140.0,PCS,5.0,0.9767637206046564,1.0,0.0,5,[1],[5],3,1,3
12011080001,沙威隆抗菌潔淨沐浴乳-天然白茶精萃 天然白茶精萃,51.0,26.0,24.0,31824.0,14.0,12.0,2652.0,PCS,3.0,0.988830186163564,1.333,0.577,4,"[1, 2]","[2, 1]",3,2,3
12011084001,麗仕精油香氛沐浴乳日本櫻花,47.0,22.0,27.0,27918.0,14.012,12.0,2326.5,PCS,13.0,0.9284011933134448,1.385,1.121,18,"[1, 2, 5]","[11, 1, 1]",3,3,3
12011085001,澎澎香浴乳--亮澤滋潤型,42.0,28.0,26.0,30576.0,16.4,12.0,2548.0,PCS,27.0,0.8599656672388793,1.889,1.908,51,"[1, 2, 3, 4, 10]","[18, 4, 1, 3, 1]",3,4,3
12011088001,蜜妮高彈潤沐浴慕絲-優雅花香 優雅花香,32.0,23.0,22.0,16192.0,6.5,9.0,1799.1,PCS,3.0,0.9888401859969,1.0,0.0,3,[1],[3],3,1,3
12011093001,白雪檀香沐浴乳-乳沐果油 檀香-乳木果油,35.0,33.0,27.0,31185.0,13.6,6.0,5197.5,PCS,1.0,0.9980833652772454,2.0,0.0,2,[2],[1],3,2,3
12011094001,莎啦莎啦抗菌沐浴乳撩心木蘭香 莎啦撩心木蘭香,46.0,23.0,26.0,27508.0,13.75,12.0,2292.3,PCS,6.0,0.9708371527141214,1.333,0.816,8,"[1, 3]","[5, 1]",3,3,3
12011096001,多芬溫和去角質沐浴乳 溫和去角質,48.0,28.0,26.0,34944.0,14.07,12.0,2912.0,PCS,4.0,0.9829436176063732,2.0,2.236,10,"[1, 6]","[4, 1]",3,5,3
12011097001,麗仕植然香氛沐浴露-平衡舒緩 平衡舒緩,30.0,23.0,25.0,17250.0,7.98,12.0,1437.5,PCS,2.0,0.993823436276062,2.0,0.0,4,[2],[2],3,2,3
12011098001,快潔適熊熊遇見你沐浴露 水潤清新,40.0,31.0,26.0,32240.0,14.1,12.0,2686.7,PCS,1.0,0.998086698555024,2.0,0.0,2,[2],[1],3,2,3
12011100001,澎澎香浴乳煥膚亮白型補充包,39.0,26.0,27.0,27378.0,9.24,12.0,2281.5,PCS,4.0,0.982956950717488,1.75,1.5,7,"[1, 4]","[3, 1]",3,4,3
12011101001,多芬舒敏溫和感沐浴乳 舒敏溫和,48.0,28.0,26.0,34944.0,13.99,12.0,2912.0,PCS,2.0,0.9938301028316194,1.5,0.707,3,"[1, 2]","[1, 1]",3,3,3
12011102001,麗仕清爽沐浴乳-青檸橙花,47.0,22.0,27.0,27918.0,13.86,12.0,2326.5,PCS,11.0,0.9401743304278262,1.0,0.0,11,[1],[11],3,1,3
12011103001,澎澎Soft胺基酸修護沐浴露 胺基酸修護,31.0,15.0,22.0,10230.0,4.29,6.0,1705.0,PCS,3.0,0.9888501858302362,1.667,0.577,5,"[1, 2]","[1, 2]",4,3,4
12011105001,多芬櫻花香氛清潤沐浴乳,47.0,28.0,21.0,27636.0,13.83,12.0,2303.0,PCS,5.0,0.97678038699355,1.0,0.0,5,[1],[5],3,1,3
12011108001,澎澎香浴乳補充包--美白玫瑰氛,40.0,26.0,26.0,27040.0,9.42,12.0,2253.3,PCS,12.0,0.9340277662038966,1.417,0.669,17,"[1, 2, 3]","[8, 3, 1]",3,3,3
12011109001,Biore淨嫩沐浴乳淨亮光澤型,40.0,26.0,26.0,27040.0,14.3,12.0,2253.3,PCS,22.0,0.8815686405226579,1.045,0.213,23,"[1, 2]","[21, 1]",3,2,3
12011110001,澎澎MAN抗都會汙染沐浴乳 抗都會汙染,42.0,28.0,26.0,30576.0,16.4,12.0,2548.0,PCS,2.0,0.9938367693871768,2.5,0.707,5,"[2, 3]","[1, 1]",3,4,3
12011111001,施巴5.5橄欖潔膚露 橄欖潔膚露,36.0,14.0,24.0,12096.0,7.0,6.0,2016.0,PCS,4.0,0.9829702838286029,1.0,0.0,4,[1],[4],3,1,3
12011113001,澎澎香浴乳補充包--水嫩清爽型,39.0,26.0,26.0,26364.0,9.2,12.0,2197.0,PCS,43.0,0.8042832619456343,1.977,1.669,85,"[1, 2, 3, 5, 7, 9]","[22, 14, 3, 2, 1, 1]",3,4,3
12011114001,澎澎香浴乳補充包--亮澤滋潤型,39.0,26.0,26.0,26364.0,9.2,12.0,2197.0,PCS,39.0,0.8181830302828286,2.575,2.65,103,"[1, 2, 3, 4, 5, 8, 12]","[17, 13, 3, 1, 3, 1, 2]",3,6,3
12011115001,澎澎香浴乳補充包--倍潤保濕型,39.0,26.0,26.0,26364.0,9.2,12.0,2197.0,PCS,9.0,0.952810786486892,2.2,2.044,22,"[1, 2, 6]","[6, 2, 2]",3,5,3
12011116001,多芬玫瑰水嫩清潤沐浴乳,47.0,28.0,21.0,27636.0,13.83,12.0,2303.0,PCS,3.0,0.9888601856635724,1.0,0.0,3,[1],[3],3,1,3
12011117001,曼秀雷敦Acnes抗痘沐浴乳,36.0,22.0,23.0,18216.0,8.73,12.0,1518.0,PCS,6.0,0.9708571523807936,4.0,2.53,24,"[2, 4, 6, 8]","[3, 1, 1, 1]",3,7,3
12011118001,澎澎Soft親膚舒緩沐浴乳 親膚舒緩,31.0,15.0,22.0,10230.0,4.29,6.0,1705.0,PCS,5.0,0.9767970533824436,1.4,0.548,7,"[1, 2]","[3, 2]",3,2,3
12011120001,麗仕媚惑幽香沐浴乳補充包 媚惑幽香,49.0,28.0,28.0,38416.0,9.34,12.0,3201.3,PCS,6.0,0.9708771520474658,1.667,0.816,10,"[1, 2, 3]","[3, 2, 1]",3,3,3
12011122001,BDM滋潤溫和潔膚露 1L Bio潔膚露,26.0,22.0,25.0,14300.0,6.29,6.0,2383.3,PCS,1.0,0.9980900318328028,1.0,0.0,1,[1],[1],3,1,3
12011123001,專科超微米沐浴乳-清新花香,26.0,21.0,21.0,11466.0,5.7,9.0,1274.0,PCS,1.0,0.9980933651105814,1.0,0.0,1,[1],[1],3,1,3
12011126001,多芬清爽水嫩清潤沐浴乳,47.0,28.0,21.0,27636.0,13.83,12.0,2303.0,PCS,2.0,0.9938434359427344,2.5,2.121,5,"[1, 4]","[1, 1]",1,5,1
12011131001,多芬滋養柔嫩沐浴乳補充包,49.0,29.0,28.0,39788.0,8.68,12.0,3315.7,PCS,2.0,0.9938501024982916,1.0,0.0,2,[1],[2],3,1,3
12011133001,Farcent香水胺基酸沐浴露-絲滑白麝香,38.0,23.0,27.0,23598.0,10.97,12.0,1966.5,PCS,5.0,0.9768137197713372,1.8,1.789,9,"[1, 5]","[4, 1]",4,4,4
12011134001,家福香草沐浴露 500ML 家福香草沐浴露,28.0,17.0,22.0,10472.0,6.8,12.0,872.7,PCS,2.0,0.9938567690538492,1.0,0.0,2,[1],[2],3,1,3
12011136001,淨嫩沐浴乳淨亮光澤補充包,32.0,26.0,28.0,23296.0,9.55,12.0,1941.3,PCS,18.0,0.9017049715838068,1.278,0.461,23,"[1, 2]","[13, 5]",3,2,3
