item_code,item_name,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,item_volume,item_unit,item_order_frequency,item_relative_importance,item_quantity_order_mean,item_quantity_order_std,item_quantity_order_total,item_quantity_order_unique,item_quantity_order_unique_frequency,item_class,item_initial_quantity_inventory,item_class_old
10000001001,可口可樂Zero 600ml,45.0,30.0,24.0,32400.0,15.7,24.0,1350.0,PCS,25.0,0.8668288861852302,6.926,6.994,187,"[1, 2, 3, 4, 5, 6, 8, 12, 16, 22, 24]","[4, 5, 2, 3, 1, 4, 2, 2, 1, 1, 2]",3,15,3
10000002001,可口可樂2L,34.0,23.0,31.0,24242.0,13.31,6.0,4040.3,PCS,686.0,0.1409476508724854,12.741,13.943,9976,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 15, 16, 18, 21, 22, 23, 24, 30, 36, 37, 39, 42, 48, 50, 54, 60]","[120, 91, 38, 13, 7, 160, 6, 5, 18, 4, 80, 4, 9, 3, 50, 1, 5, 1, 50, 46, 15, 1, 1, 11, 19, 1, 14, 10]",3,107,3
10000003001,百事可樂330ml,40.0,27.0,12.0,12960.0,9.11,24.0,540.0,PCS,153.0,0.5732171130481158,18.271,15.34,2832,"[6, 12, 18, 24, 48, 96]","[61, 21, 3, 54, 14, 2]",3,35,3
10000004001,百事可樂2L,34.0,23.0,31.0,24242.0,14.0,6.0,4040.3,PCS,146.0,0.5846902551624139,14.027,11.556,2104,"[1, 2, 3, 4, 6, 12, 18, 24, 30, 35, 36, 42, 48]","[2, 3, 3, 3, 58, 37, 12, 11, 7, 1, 2, 7, 4]",3,27,3
10000005001,可口可樂330ml,40.0,28.0,12.0,13440.0,8.89,24.0,560.0,PCS,516.0,0.2122397960033999,21.691,17.341,11670,"[6, 12, 18, 24, 30, 36, 42, 48, 72, 96, 108]","[181, 55, 22, 179, 3, 1, 3, 81, 7, 5, 1]",3,68,3
10000006001,Dr. Pepper 可樂,40.0,13.0,13.0,6760.0,4.69,12.0,563.3,PCS,3.0,0.9871002149964168,4.333,2.887,13,"[1, 6]","[1, 2]",4,8,4
10000007001,可口可樂 Zero 330ml,40.0,28.0,12.0,13440.0,8.58,24.0,560.0,PCS,301.0,0.379143680938651,18.667,15.457,5712,"[6, 12, 18, 24, 30, 42, 48, 54, 72, 84, 96]","[118, 47, 13, 86, 1, 1, 35, 1, 1, 2, 1]",3,59,3
10000008001,可口可樂纖維+ 1250ml,37.0,26.0,28.0,26936.0,16.14,12.0,2244.7,PCS,4.0,0.9810769820502993,15.0,6.0,60,"[12, 24]","[3, 1]",3,22,3
10000010001,可口可樂 Zero 2L,34.0,23.0,31.0,24242.0,12.52,6.0,4040.3,PCS,181.0,0.532021132981117,8.974,9.266,1696,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 14, 18, 19, 24, 28, 30, 36, 60, 72]","[33, 14, 9, 4, 4, 52, 1, 2, 1, 34, 1, 23, 1, 1, 1, 5, 1, 1, 1]",3,19,3
10000011001,可口可樂 Can 250 ml,40.0,27.0,10.0,10800.0,6.76,24.0,450.0,PCS,1119.0,0.0634689421842969,49.179,68.295,58080,"[24, 48, 72, 96, 120, 144, 192, 240, 288, 480]","[683, 359, 62, 16, 5, 6, 8, 10, 12, 20]",3,502,3
10000012001,可口可樂Pet 600ml,45.0,30.0,25.0,33750.0,15.88,24.0,1406.3,PCS,118.0,0.6286295228412859,12.459,12.095,1520,"[4, 8, 12, 16, 20, 24, 32, 40, 48, 52]","[55, 24, 7, 3, 3, 21, 1, 1, 6, 1]",3,26,3
10000013001,百事可樂 Can250ml,41.0,28.0,10.0,11480.0,7.03,24.0,478.3,PCS,53.0,0.7769703838269362,26.264,7.082,1392,"[24, 48]","[48, 5]",2,34,2
10000021001,可口可樂纖維+ Can 330ml,40.0,28.0,12.0,13440.0,8.59,24.0,560.0,PCS,81.0,0.7080015333077782,13.69,13.549,1191,"[3, 4, 8, 12, 16, 20, 21, 24, 48, 83]","[1, 35, 15, 6, 1, 2, 1, 21, 4, 1]",3,29,3
10000022001,可口可樂1250ml,37.0,27.0,29.0,28971.0,15.12,12.0,2414.3,PCS,65.0,0.7485475242079299,4.618,6.36,314,"[1, 2, 3, 4, 5, 6, 10, 12, 24]","[26, 17, 5, 5, 1, 2, 1, 6, 5]",3,12,3
10000023001,百事可樂 - 600ml,43.0,28.0,25.0,30100.0,16.27,24.0,1254.2,PCS,24.0,0.8705754904084932,4.923,3.261,128,"[4, 8, 20]","[23, 2, 1]",3,9,3
10000026001,可口可樂Can 235ml,34.0,22.0,14.0,10472.0,6.62,24.0,436.3,PCS,506.0,0.2156430726154564,14.236,10.831,7232,"[8, 16, 24, 32, 40, 48, 64, 72, 96]","[312, 100, 49, 20, 8, 16, 1, 1, 1]",3,43,3
10000027001,可口可樂纖維+ Pet 600ml,45.0,30.0,25.0,33750.0,15.41,24.0,1406.3,PCS,65.0,0.7487641872635457,15.256,10.276,1312,"[4, 8, 12, 16, 20, 24, 28, 32, 36, 48]","[19, 17, 8, 11, 5, 17, 2, 3, 2, 2]",3,31,3
10000998001,可樂雪碧350ml*12入組,28.0,20.0,19.0,10640.0,4.8,1.0,10640.0,PCS,645.0,0.1695238412693121,1.308,0.509,850,"[1, 2, 3, 4]","[464, 173, 12, 1]",3,5,3
10001001001,七喜汽水2L,34.0,24.0,31.0,25296.0,13.34,6.0,4216.0,PCS,158.0,0.5680238662688956,5.734,8.473,906,"[1, 2, 3, 6, 12, 18, 21, 30, 48, 51]","[58, 34, 10, 29, 8, 10, 1, 6, 1, 1]",2,15,2
10001004001,雪碧汽水2L,34.0,23.0,31.0,24242.0,12.52,6.0,4040.3,PCS,440.0,0.2724987916868052,6.485,9.454,2886,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 15, 16, 17, 18, 21, 24, 31, 36, 39, 48]","[169, 72, 11, 6, 1, 88, 1, 3, 1, 46, 1, 1, 1, 14, 1, 8, 1, 9, 1, 10]",3,31,3
10001005001,七喜汽水330ml,40.0,27.0,12.0,12960.0,9.11,24.0,540.0,PCS,94.0,0.6752220796320061,19.069,14.158,1926,"[6, 12, 18, 24, 30, 36, 42, 48]","[41, 7, 5, 31, 2, 1, 1, 13]",3,36,3
10001006001,雪碧汽水330ml,40.0,28.0,12.0,13440.0,8.95,24.0,560.0,PCS,572.0,0.1795103414943084,17.499,18.934,10062,"[6, 12, 18, 24, 30, 36, 48, 72, 78, 96, 264]","[294, 54, 10, 144, 2, 3, 55, 8, 1, 3, 1]",3,143,3
10001007001,黑松汽水-600毫升,42.0,28.0,24.0,28224.0,15.97,24.0,1176.0,PCS,18.0,0.900084998583357,9.6,7.721,192,"[4, 8, 12, 16, 20, 24]","[11, 2, 2, 1, 1, 3]",3,19,3
10001008001,黑松汽水2L,34.0,22.0,31.0,23188.0,13.02,6.0,3864.7,PCS,61.0,0.7570007166547225,7.952,4.789,493,"[1, 5, 6, 12, 18, 24, 30]","[2, 1, 44, 11, 2, 1, 1]",3,14,3
10001009001,黑松沙士245ml,40.0,27.0,10.0,10800.0,6.77,24.0,450.0,PCS,571.0,0.1833202779953667,34.309,18.887,19968,"[2, 22, 24, 46, 48, 72, 96, 120, 240]","[4, 3, 379, 1, 158, 27, 4, 5, 1]",3,160,3
10001010001,雪碧汽水1250ml,37.0,28.0,29.0,30044.0,11.02,12.0,2503.7,PCS,5.0,0.974913751437476,14.4,5.367,72,"[12, 24]","[4, 1]",3,20,3
10001012001,雪碧汽水Can 250 ml,40.0,27.0,10.0,10800.0,6.79,24.0,450.0,PCS,473.0,0.2465225579573673,34.148,22.188,16152,"[24, 48, 72, 96, 168]","[339, 104, 15, 8, 7]",3,92,3
10001014001,雪碧易開罐235ml,34.0,22.0,14.0,10472.0,6.55,24.0,436.3,PCS,165.0,0.5540040999316678,12.8,9.341,2112,"[8, 16, 24, 32, 40, 48]","[114, 27, 14, 2, 2, 6]",3,23,3
10001015001,雪碧汽水600ml,45.0,30.0,24.0,32400.0,15.6,24.0,1350.0,PCS,62.0,0.7545240912651456,9.015,9.556,604,"[4, 8, 16, 24, 48]","[41, 13, 3, 8, 2]",3,20,3
10001020001,黑松CC檸檬氣泡飲can 330ml,41.0,27.0,12.0,13284.0,8.58,24.0,553.5,PCS,110.0,0.6450125831236146,15.372,12.146,1860,"[6, 12, 18, 24, 30, 42, 48, 54]","[60, 12, 7, 32, 1, 1, 7, 1]",3,30,3
10001022001,黑松CC檸檬氣泡飲PET 500ml,42.0,28.0,23.0,27048.0,13.81,24.0,1127.0,PCS,128.0,0.6105798236696055,8.923,10.177,1160,"[4, 8, 12, 16, 24, 36, 48]","[93, 8, 7, 1, 15, 2, 4]",2,20,2
10001025001,黑松汽水Can 245ml,40.0,27.0,10.0,10800.0,6.8,24.0,450.0,PCS,295.0,0.3860968983850269,30.626,14.319,9096,"[24, 48, 72, 192]","[223, 71, 2, 1]",3,68,3
10001035001,黑松CC氣泡飲葡萄 500ml,42.0,28.0,23.0,27048.0,13.682,24.0,1127.0,PCS,89.0,0.6880151997466709,7.532,7.667,708,"[4, 8, 12, 20, 24, 32, 48]","[66, 13, 4, 1, 8, 1, 1]",3,16,3
10001041001,Mountain Dew 激浪汽水 500ml,42.0,28.0,26.0,30576.0,15.55,24.0,1274.0,PCS,24.0,0.8706554890751821,10.24,12.966,256,"[4, 8, 12, 20, 24, 48]","[18, 1, 1, 1, 2, 2]",3,25,3
10001043001,雪碧纖維+ Pet 600ml,45.0,30.0,24.0,32400.0,15.7,24.0,1350.0,PCS,58.0,0.7663905601573308,16.299,12.305,1092,"[4, 8, 12, 16, 24, 48]","[18, 12, 3, 6, 23, 5]",3,32,3
10001044001,黑松CC乳酸菌氣泡飲 510ml,40.0,27.0,25.0,27000.0,13.748,24.0,1125.0,PCS,3.0,0.9871102148297528,5.333,2.309,16,"[4, 8]","[2, 1]",4,8,4
10002001001,維他露P 250ml,41.0,28.0,10.0,11480.0,6.82,24.0,478.3,PCS,317.0,0.3616239729337844,30.45,11.153,9744,"[24, 48, 72]","[237, 80, 3]",3,60,3
10002003001,黑松加鹽沙士600 ml,43.0,28.0,24.0,28896.0,16.03,24.0,1204.0,PCS,171.0,0.5472875452075798,11.953,12.066,2056,"[4, 8, 12, 16, 24, 28, 32, 48]","[91, 24, 8, 4, 32, 1, 2, 10]",2,25,2
10002005001,蘋果西打330ml,40.0,27.0,13.0,14040.0,9.56,24.0,585.0,PCS,363.0,0.316181396976717,13.805,13.704,5094,"[6, 12, 18, 24, 30, 36, 48, 72, 168]","[215, 37, 8, 87, 2, 3, 15, 1, 1]",3,50,3
10002006001,蘋果西打2L,34.0,23.0,31.0,24242.0,13.37,6.0,4040.3,PCS,422.0,0.2767887201879969,4.268,6.462,1848,"[1, 2, 3, 4, 6, 7, 12, 18, 22, 24, 36, 48]","[188, 95, 39, 1, 52, 1, 29, 11, 4, 9, 1, 3]",3,21,3
10002007001,芬達橘子汽水330ml,40.0,28.0,12.0,13440.0,8.89,24.0,560.0,PCS,200.0,0.5078782020299661,13.254,11.52,2664,"[6, 12, 18, 24, 48]","[118, 27, 4, 39, 13]",3,26,3
10002008001,加鹽黑松沙士Can245ml,40.0,27.0,10.0,10800.0,6.8,24.0,450.0,PCS,404.0,0.2932884451925801,37.748,28.435,15288,"[24, 48, 72, 96, 120, 192]","[267, 99, 21, 5, 5, 8]",3,111,3
10002009001,黑松沙士600 ml,43.0,28.0,24.0,28896.0,16.02,24.0,1204.0,PCS,240.0,0.4502791620139664,16.424,18.986,4188,"[4, 8, 12, 16, 20, 24, 28, 32, 36, 48, 96]","[114, 27, 15, 4, 4, 62, 1, 1, 3, 16, 8]",3,67,3
10002010001,維大力汽水255 ml,40.0,27.0,10.0,10800.0,6.77,24.0,450.0,PCS,236.0,0.4581956967383876,32.465,14.78,7824,"[24, 48, 72, 96]","[170, 61, 6, 4]",3,72,3
10002011001,金車麥根沙士PET585ml,42.0,28.0,24.0,28224.0,15.72,24.0,1176.0,PCS,8.0,0.9567373877102048,6.8,3.293,68,"[4, 8, 12]","[5, 3, 2]",4,12,4
10002012001,維他露P 330 ml,41.0,27.0,13.0,14391.0,8.78,24.0,599.6,PCS,66.0,0.7443709271512141,19.714,19.218,1518,"[6, 12, 18, 24, 42, 48, 84]","[32, 10, 2, 23, 1, 5, 4]",3,43,3
10002013001,AW 麥根沙士,40.0,13.0,13.0,6760.0,4.69,12.0,563.3,PCS,4.0,0.981090315161414,30.0,12.0,120,"[24, 48]","[3, 1]",4,43,4
10002014001,維大力汽水Can330ml,41.0,27.0,13.0,14391.0,9.53,24.0,599.6,PCS,144.0,0.5861368977183714,16.419,13.076,2742,"[6, 12, 18, 24, 30, 42, 48, 96]","[72, 20, 12, 49, 2, 1, 10, 1]",2,33,2
10002017001,黑松沙士2L,34.0,22.0,31.0,23188.0,13.03,6.0,3864.7,PCS,205.0,0.5024782920284662,12.435,10.451,2599,"[1, 2, 4, 5, 6, 7, 11, 12, 18, 24, 30, 36, 48]","[6, 3, 2, 1, 102, 1, 1, 44, 11, 11, 13, 9, 5]",3,24,3
10002018001,黑松沙士330ml,41.0,27.0,12.0,13284.0,9.27,24.0,553.5,PCS,817.0,0.0917518041365977,16.046,13.619,13302,"[1, 5, 6, 12, 18, 23, 24, 30, 36, 48, 54, 60, 72, 120]","[3, 2, 395, 117, 13, 1, 210, 5, 3, 75, 2, 1, 1, 1]",3,106,3
10002019001,維大力加鹽沙士Can330 ml,41.0,27.0,13.0,14391.0,9.34,24.0,599.6,PCS,390.0,0.3012516458059032,23.028,17.484,9096,"[6, 12, 18, 24, 30, 36, 48, 60, 72, 84, 96, 120]","[7, 194, 4, 117, 1, 10, 53, 1, 1, 1, 1, 5]",3,69,3
10002021001,蘋果西打-250ml,40.0,27.0,9.0,9720.0,6.99,24.0,405.0,PCS,477.0,0.241779303678272,31.55,15.333,15144,"[24, 48, 72, 96, 144]","[361, 98, 12, 8, 1]",3,72,3
10002025001,黑松沙士1250 ml,38.0,28.0,30.0,31920.0,16.2,12.0,2660.0,PCS,97.0,0.6710688155197413,3.069,4.177,310,"[1, 2, 3, 4, 5, 6, 8, 11, 12, 24]","[50, 25, 7, 1, 2, 6, 1, 1, 6, 2]",3,8,3
10002026001,芬達汽水橘子口味600ml,31.0,22.0,24.0,16368.0,7.84,12.0,1364.0,PCS,4.0,0.9811036482725288,14.4,5.367,72,"[12, 24]","[4, 1]",3,24,3
10002035001,維大力汽水2L,34.0,23.0,31.0,24242.0,13.44,6.0,4040.3,PCS,185.0,0.5247245879235346,3.148,4.808,617,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 15, 24, 26, 48]","[108, 28, 12, 2, 4, 28, 1, 1, 1, 7, 1, 1, 1, 1]",3,9,3
10002037001,七星藍莓汽泡香檳飲料750ml,35.0,27.0,32.0,30240.0,17.1,12.0,2520.0,PCS,7.0,0.963000616656389,1.857,1.864,13,"[1, 2, 6]","[5, 1, 1]",3,4,3
10002038001,七星紅葡萄氣泡香檳飲料750ml,35.0,27.0,32.0,30240.0,17.1,12.0,2520.0,PCS,8.0,0.9567640539324344,2.444,2.186,22,"[1, 5, 6]","[6, 2, 1]",3,6,3
10002039001,七星白葡萄汽泡香檳飲料750 ml,35.0,27.0,32.0,30240.0,17.13,12.0,2520.0,PCS,2.0,0.9922367960533992,6.0,5.354,24,"[1, 2, 9, 12]","[1, 1, 1, 1]",3,18,3
10002040001,芬達橘子汽水2L,34.0,23.0,31.0,24242.0,13.1,6.0,4040.3,PCS,84.0,0.7019349677505375,5.602,7.542,493,"[1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 18, 30, 37, 48]","[31, 13, 3, 1, 1, 22, 1, 2, 1, 7, 1, 2, 1, 1, 1]",2,14,2
10002045001,黑松加鹽沙士2L,34.0,22.0,30.0,22440.0,12.96,6.0,3740.0,PCS,259.0,0.4245862568957184,3.238,3.89,845,"[1, 2, 3, 5, 6, 7, 12, 18, 24]","[120, 59, 24, 1, 32, 2, 16, 6, 1]",3,14,3
10002046001,金車麥根沙士can330ml,43.0,29.0,12.0,14964.0,8.82,24.0,623.5,PCS,144.0,0.5866168897185047,17.373,10.119,2658,"[6, 12, 18, 24, 36, 48, 72]","[6, 96, 1, 38, 5, 6, 1]",2,29,2
10002051001,維他露P 2L,34.0,23.0,31.0,24242.0,13.23,6.0,4040.3,PCS,10.0,0.9449375843735938,4.091,1.921,45,"[1, 2, 3, 6]","[1, 1, 4, 5]",3,7,3
10002069001,金車麥根沙士Pet 2000ml,34.0,23.0,30.0,23460.0,13.28,6.0,3910.0,PCS,62.0,0.7547307544874252,2.667,3.04,176,"[1, 2, 3, 4, 6, 12, 15]","[37, 9, 8, 1, 7, 3, 1]",3,6,3
10002071001,金車奧利多水Pet585ml,42.0,28.0,25.0,29400.0,15.95,24.0,1225.0,PCS,147.0,0.5827336211063149,6.216,4.409,920,"[4, 8, 12, 16, 20, 24]","[102, 29, 9, 2, 1, 5]",3,11,3
10002072001,金車奧利多水Pet2000ml,34.0,23.0,30.0,23460.0,13.3,6.0,3910.0,PCS,66.0,0.7445909234846085,2.838,4.727,193,"[1, 2, 3, 4, 6, 12, 36]","[38, 14, 3, 1, 9, 2, 1]",3,8,3
10002073001,微舒打葡萄can320ml,41.0,27.0,12.0,13284.0,8.64,24.0,553.5,PCS,64.0,0.75114414759754,12.738,9.75,828,"[6, 12, 18, 24, 48]","[36, 10, 2, 15, 2]",3,24,3
10002074001,蘋果西打1250ml,36.0,27.0,28.0,27216.0,17.0,12.0,2268.0,PCS,105.0,0.6558324027932868,3.333,4.018,350,"[1, 2, 3, 4, 6, 12, 24]","[48, 21, 14, 2, 7, 12, 1]",3,8,3
10002078001,金車冰淇淋汽水Pet 2000ml,34.0,23.0,30.0,23460.0,13.31,6.0,3910.0,PCS,8.0,0.956790720154664,6.0,0.0,66,[6],[11],3,9,3
10002102001,維大力零熱量汽水 330ml,40.0,27.0,12.0,12960.0,9.0,24.0,540.0,PCS,401.0,0.2973117114714754,25.763,22.914,10434,"[12, 18, 24, 36, 48, 60, 72, 84, 96, 120]","[217, 3, 98, 8, 50, 2, 4, 2, 15, 6]",3,85,3
10002899001,黑松加鹽沙士330 ml,41.0,27.0,12.0,13284.0,8.588,24.0,553.5,PCS,3.0,0.987120214663089,12.0,10.392,36,"[6, 24]","[2, 1]",3,23,3
10002906001,美粒果蘋果蘇打Pet 500ml,42.0,29.0,22.0,26796.0,13.2,24.0,1116.5,PCS,96.0,0.672682121964634,7.25,6.453,754,"[2, 4, 6, 8, 10, 12, 14, 16, 20, 22, 24]","[5, 67, 1, 11, 2, 3, 2, 1, 1, 1, 10]",2,15,2
10002907001,美粒果蘋果蘇打Can 330ml,40.0,27.0,12.0,12960.0,8.81,24.0,540.0,PCS,224.0,0.4781020316328061,14.871,12.816,3450,"[6, 12, 18, 24, 30, 36, 48, 60, 96]","[122, 27, 5, 59, 4, 1, 12, 1, 1]",3,49,3
10002911001,樹頂蘋果氣泡飲320ml,40.0,27.0,12.0,12960.0,8.7,24.0,540.0,PCS,1.0,0.996906718221363,6.0,0.0,6,[6],[1],3,6,3
10002915001,黑松CC氣泡飲王林蘋果風味 500ml,43.0,27.0,22.0,25542.0,13.932,24.0,1064.3,PCS,18.0,0.9001449975833736,9.778,14.074,176,"[4, 8, 12, 48]","[13, 2, 1, 2]",3,25,3
10002916001,美粒果蘋果蘇打1250ml,27.0,27.0,30.0,21870.0,16.2,12.0,1822.5,PCS,13.0,0.9267978867018885,11.231,2.774,146,"[2, 12]","[1, 12]",3,15,3
10002917001,黑松蘋果蘇打富士蘋果風味2000ml,34.0,22.0,31.0,23188.0,13.2,6.0,3864.7,PCS,42.0,0.8071465475575407,4.16,3.627,208,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12]","[18, 6, 4, 3, 1, 9, 1, 1, 1, 1, 5]",2,9,2
10002918001,維大力蘋果風味氣水2000ml,35.0,23.0,31.0,24955.0,13.45,6.0,4159.2,PCS,6.0,0.9688771853802436,4.333,2.582,26,"[1, 6]","[2, 4]",4,8,4
10002919001,維大力白葡萄風味氣水2000ml,35.0,23.0,31.0,24955.0,13.46,6.0,4159.2,PCS,15.0,0.9156780720321328,8.667,11.324,130,"[1, 2, 6, 12, 48]","[2, 1, 9, 2, 1]",0,21,0
10002924001,英國Barr覆盆子風味無糖飲料,40.0,26.0,12.0,12480.0,8.43,24.0,520.0,PCS,3.0,0.987130214496425,1.333,0.577,4,"[1, 2]","[2, 1]",3,2,3
10002942001,黑松CC氣泡飲蘋果口味330ml,40.0,28.0,12.0,13440.0,8.91,24.0,560.0,PCS,42.0,0.8072865452242463,13.915,12.007,654,"[6, 12, 18, 24, 36, 72]","[25, 5, 4, 11, 1, 1]",3,29,3
10002943001,維大力白葡萄風味氣水330ml,44.0,27.0,12.0,14256.0,8.82,24.0,594.0,PCS,138.0,0.5960367327211213,18.691,12.174,2598,"[12, 18, 24, 36, 48, 60, 72, 84]","[90, 1, 34, 5, 6, 1, 1, 1]",3,32,3
10002944001,維大力蘋果風味氣水330ml,44.0,27.0,12.0,14256.0,8.82,24.0,594.0,PCS,125.0,0.6148030866152231,20.331,25.317,2826,"[6, 12, 18, 24, 36, 48, 60, 204, 216]","[7, 85, 2, 29, 7, 5, 2, 1, 1]",3,49,3
10002990001,維他露大蘋果蘇打 330ml,41.0,27.0,12.0,13284.0,8.87,24.0,553.5,PCS,15.0,0.9157280711988134,22.25,15.124,356,"[2, 6, 10, 14, 24, 48]","[1, 3, 1, 1, 7, 3]",3,40,3
10002992001,黑松蘋安福氣組 460mlx12,27.0,19.0,23.0,11799.0,6.27,1.0,11799.0,PCS,351.0,0.3292511791470142,1.265,0.668,454,"[1, 2, 3, 4, 5, 7]","[289, 58, 3, 7, 1, 1]",2,4,2
10010001001,波蜜一日蔬果100蔬果汁 250ml,32.0,17.0,14.0,7616.0,5.09,18.0,423.1,PCS,1.0,0.9969100514991416,6.0,0.0,12,[6],[2],3,12,3
10010002001,波蜜果菜汁TP250ml,35.0,20.0,11.0,7700.0,6.63,24.0,320.8,PCS,693.0,0.1386610223162947,27.774,17.258,19692,"[6, 12, 18, 24, 30, 36, 48, 54, 72, 96]","[115, 32, 7, 371, 3, 3, 155, 1, 9, 13]",3,142,3
10010004001,紅牌速纖纖維飲料TP250ml,35.0,20.0,11.0,7700.0,6.73,24.0,320.8,PCS,409.0,0.2865118914684755,28.111,37.952,11694,"[6, 12, 18, 24, 36, 48, 72, 96, 720]","[82, 21, 5, 206, 1, 91, 3, 6, 1]",3,126,3
10010007001,100紫色蔬果汁TP250ml,32.0,17.0,14.0,7616.0,5.09,18.0,423.1,PCS,4.0,0.9811169813836436,9.0,6.0,36,"[6, 18]","[3, 1]",3,16,3
10010009001,波蜜BCE果菜汁Pet580ml,42.0,28.0,24.0,28224.0,15.9,24.0,1176.0,PCS,18.0,0.9002049965833903,9.2,7.578,184,"[4, 8, 20, 24]","[11, 4, 3, 2]",0,19,0
10010012001,波蜜果菜汁 Pet 580ml,42.0,28.0,24.0,28224.0,15.8,24.0,1176.0,PCS,23.0,0.8747320877985367,14.957,13.549,344,"[4, 8, 12, 24, 48]","[9, 4, 1, 7, 2]",3,29,3
10010018001,波蜜果菜汁Can240ml,40.0,27.0,10.0,10800.0,7.25,24.0,450.0,PCS,18.0,0.9002649955834069,29.333,10.267,528,"[24, 48]","[14, 4]",3,40,3
10010019001,波蜜低卡果菜汁TP250ml,32.0,17.0,14.0,7616.0,5.1,18.0,423.1,PCS,35.0,0.8302428292861785,13.667,7.935,492,"[6, 12, 18, 36]","[15, 2, 17, 2]",0,23,0
10010023001,波蜜100蔬果汁TP160ml,33.0,16.0,10.0,5280.0,4.31,24.0,220.0,PCS,1.0,0.9969133847769204,6.0,0.0,6,[6],[1],3,6,3
10010026001,一日蔬果100葡萄蔬果汁 160ml,33.0,16.0,10.0,5280.0,4.39,24.0,220.0,PCS,80.0,0.7101581640305995,17.639,18.033,1464,"[6, 12, 18, 24, 48, 72, 96]","[44, 5, 2, 23, 5, 3, 1]",3,37,3
10010027001,一日蔬果100蘋果柳橙蔬果 160ml,33.0,16.0,10.0,5280.0,4.34,24.0,220.0,PCS,6.0,0.968897185046916,114.0,87.714,912,"[24, 96, 192, 288]","[2, 4, 1, 1]",3,243,3
10010035001,波蜜BCE果菜汁TP250ml,34.0,20.0,11.0,7480.0,6.61,24.0,311.7,PCS,416.0,0.2823952934117765,26.105,14.164,10938,"[6, 12, 18, 24, 30, 48, 54, 72]","[72, 14, 3, 234, 1, 91, 1, 3]",3,63,3
10010042001,義美寶吉蔬果汁葡萄莓果125ml,28.0,16.0,9.0,4032.0,3.42,24.0,168.0,PCS,29.0,0.8507191546807553,12.4,11.784,372,"[6, 18, 24, 48]","[21, 3, 4, 2]",3,26,3
10010043001,義美寶吉蔬果汁蘋果柳橙125ml,28.0,16.0,9.0,4032.0,3.42,24.0,168.0,PCS,34.0,0.833972767120548,11.333,8.085,408,"[6, 12, 24]","[24, 2, 10]",3,21,3
10010044001,一日蔬果100水蜜桃蘋果蔬果汁160ml,33.0,16.0,10.0,5280.0,4.38,24.0,220.0,PCS,2.0,0.9922434626089566,6.0,0.0,12,[6],[2],3,6,3
10011001001,光泉果汁時刻蘋果汁TP250ml,34.0,20.0,11.0,7480.0,6.59,24.0,311.7,PCS,209.0,0.4976283728604523,23.171,14.214,4866,"[6, 12, 18, 24, 48]","[54, 12, 3, 101, 40]",3,60,3
10011003001,樹頂100純蘋果汁200ml,33.0,16.0,13.0,6864.0,5.44,24.0,286.0,PCS,246.0,0.4397293378443692,10.659,9.674,2718,"[6, 12, 18, 24, 30, 36, 42, 48, 96]","[162, 56, 8, 18, 2, 3, 1, 4, 1]",2,36,2
10011004001,波蜜一日水果100蘋果汁250ml,31.0,17.0,13.0,6851.0,2.0,18.0,380.6,PCS,12.0,0.9324277928701188,12.0,6.0,156,"[6, 12, 18]","[6, 1, 6]",3,20,3
10011007001,囍瑞100純天然蘋果原汁1L,36.0,20.0,20.0,14400.0,13.28,12.0,1200.0,PCS,14.0,0.920874652089132,6.312,6.973,101,"[1, 2, 3, 6, 7, 9, 12, 13, 17, 24]","[6, 2, 1, 1, 1, 1, 1, 1, 1, 1]",0,15,0
10011008001,樹頂100純蘋果汁1000ml,39.0,17.0,26.0,17238.0,11.38,10.0,1723.8,PCS,60.0,0.7598440025999567,2.415,1.87,157,"[1, 2, 3, 4, 6, 7, 10]","[22, 28, 3, 4, 5, 2, 1]",3,5,3
10011016001,黑松蘋果C/TP300ml,35.0,20.0,13.0,9100.0,7.9,24.0,379.2,PCS,207.0,0.5017949700838319,21.445,15.235,4482,"[6, 12, 18, 24, 30, 48, 72]","[72, 10, 2, 90, 1, 31, 3]",2,38,2
10011021001,光泉果汁時刻100蘋果綜合果汁 200ml,33.0,16.0,13.0,6864.0,5.38,24.0,286.0,PCS,41.0,0.8114831419476342,15.571,10.184,654,"[6, 12, 18, 24, 30, 48]","[19, 3, 1, 17, 1, 1]",3,27,3
10011023001,義美寶吉純果汁蘋果TP125ml,27.0,16.0,9.0,3888.0,3.41,24.0,162.0,PCS,119.0,0.6274428759520675,12.878,9.524,1584,"[6, 12, 18, 24, 48]","[68, 17, 2, 33, 3]",3,24,3
10011028001,樹頂100純蘋果汁 300ml,40.0,27.0,16.0,17280.0,11.36,24.0,720.0,PCS,14.0,0.9209213179780336,4.235,1.786,72,"[1, 2, 3, 4, 5, 6]","[1, 3, 2, 3, 1, 7]",3,7,3
