item_code,cluster,mean_demand,std_demand,cv_demand,initial_inventory_boxes,qty_inv_items,num_compatible_slots,min_slot_type,total_boxes_assigned,total_items_assigned,total_weight_assigned,pods_used,slots_used
10032010001,4,545.1428571428571,231.753211456515,0.425123815564886,3,65,4,0,3,72,20.04,1,1
10010035001,4,520.8571428571429,212.5971566611561,0.4081678816862569,3,63,4,0,3,72,19.830000000000002,1,2
10033068001,4,365.7142857142857,232.4193957272157,0.6355217851916053,3,69,4,0,3,72,15.0,1,2
10030013001,4,380.2857142857143,172.50566391174712,0.4536212048768707,3,63,4,0,3,72,19.740000000000002,1,1
14820008001,4,155.71428571428572,323.29010160522756,2.076174964437241,2,64,4,0,2,96,23.16,2,2
14832021001,4,175.71428571428572,57.79944212710086,0.3289399145444764,2,41,4,0,2,48,14.4,1,1
14501022001,4,135.71428571428572,44.23653182946556,0.325953392427641,2,17,4,0,2,24,5.5,1,1
14505917001,4,209.52380952380952,108.35243159757226,0.5171366053520494,2,60,4,0,2,80,4.04,1,1
14620014001,4,26.61904761904762,22.86289610133829,0.8588923401218319,2,11,4,0,2,12,24.42,1,2
10011016001,4,213.42857142857144,154.4935108603568,0.723865178060574,2,38,4,0,2,48,15.8,1,1
14833010001,4,70.42857142857143,39.99948979266448,0.5679440741351954,2,29,4,0,2,48,11.0,1,1
14121020001,4,38.23809523809524,12.542896915726796,0.3280209654175127,1,6,4,0,1,10,1.73,1,1
10001014001,4,100.57142857142856,49.35061289586259,0.49070211686227,1,23,4,0,1,24,6.55,1,1
14820013001,4,73.85714285714286,30.33352022069961,0.4107053027947723,1,14,4,0,1,48,13.99,1,1
14831002001,4,44.142857142857146,29.930531814417822,0.6780379375434458,1,15,4,0,1,48,8.13,1,1
14501086001,4,47.714285714285715,18.92628018477622,0.396658566746807,1,8,4,0,1,12,2.87,1,1
14505009001,4,36.857142857142854,29.737399435224123,0.8068286668471663,8,8,5,0,1808,1808,1265.6,115,904
14850007001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,1,4,1,1,13.92,1,1
14111053001,1,1.1428571428571428,5.11101251999952,4.47213595499958,3,35,2,3,3,36,8.73,1,2
14851006001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,2,2,2,3,2,2,16.232,1,1
12011126001,1,0.238095238095238,1.0647942749998998,4.47213595499958,1,5,2,3,1,12,13.83,1,1
11075006001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,2,3,1,24,5.93,1,1
14311033001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,2,3,1,12,1.9,1,1
14351069001,1,1.6666666666666667,6.7916849254794,4.07501095528764,1,15,2,3,1,18,4.582,1,1
14310053001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,1,2,3,1,6,6.0,1,1
14506006001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,2,3,1,12,4.72,1,1
31533211001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,2,3,1,36,0.8,1,1
12101032001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,2,3,1,120,7.2,1,1
31856016002,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,2,3,1,8,14.19,1,1
12100911001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,2,3,1,60,9.7,1,1
14620168001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,2,3,1,8,18.2,1,1
12010082001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,2,3,1,12,6.44,1,1
11030028004,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,2,3,1,20,6.57,1,1
12234921001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,2,3,1,3,4.23,1,1
14331025001,1,0.1904761904761904,0.6632565846278151,3.48209706929603,1,4,2,3,1,12,11.94,1,1
14204069001,1,0.238095238095238,0.8676603408708857,3.64417343165772,1,3,2,3,1,36,4.506,1,1
12123108001,1,0.1904761904761904,0.6632565846278151,3.48209706929603,1,4,2,3,1,12,2.18,1,1
14506349001,1,0.238095238095238,0.8676603408708856,3.64417343165772,1,2,2,3,1,24,9.4,1,1
10016018001,1,1.1428571428571428,5.11101251999952,4.47213595499958,2,30,3,0,2,48,29.0,1,1
10041058001,1,0.5714285714285714,2.55550625999976,4.47213595499958,1,9,3,0,1,24,15.0,1,1
14243076001,1,0.238095238095238,1.0647942749998998,4.47213595499958,1,5,3,0,1,12,2.8,1,1
10040072001,1,1.1428571428571428,5.11101251999952,4.47213595499958,1,24,3,0,1,24,14.07,1,1
12327014001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,3,0,1,6,6.9,1,1
14700031001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,3,0,1,12,7.4,1,1
10041076001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,3,0,1,24,9.15,1,1
10040069001,1,1.1428571428571428,5.11101251999952,4.47213595499958,1,24,3,0,1,24,14.73,1,1
14506025001,1,0.238095238095238,1.0647942749998998,4.47213595499958,1,5,3,0,1,30,3.56,1,1
14241001001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,3,0,1,20,4.62,1,1
14505102001,1,0.4761904761904761,2.1295885499997995,4.47213595499958,1,10,3,0,1,20,2.98,1,1
31530106001,1,0.0476190476190476,0.2129588549999799,4.472135954999579,1,1,3,0,1,12,0.88,1,1
10023037001,1,0.7619047619047619,3.4073416799996794,4.47213595499958,1,14,3,0,1,24,14.08,1,1
14602033001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,3,0,1,20,13.11,1,1
11073001001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,3,0,1,12,2.16,1,1
11061024001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,3,0,1,30,1.59,1,1
30013004001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,3,0,1,30,13.026,1,1
11100111001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,3,0,1,9,9.98,1,1
12140011001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,3,0,1,12,9.3,1,1
12327063001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,1,3,0,1,1,7.7,1,1
11110020001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,3,0,1,4,14.06,1,1
12011292001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,3,0,1,12,12.1,1,1
12202006001,1,0.7619047619047619,3.4073416799996794,4.47213595499958,19,19,4,0,19,19,19.0,7,19
14833059001,1,9.80952380952381,38.548199942680355,3.929670867943143,4,38,4,0,4,48,55.52,1,2
14020978001,1,1.4761904761904765,6.3816630734289355,4.323062082000247,3,37,4,0,3,42,7.4399999999999995,2,2
14510031001,1,0.1428571428571428,0.6388765649999399,4.47213595499958,3,3,4,0,3,3,7.199999999999999,1,1
14510121001,1,0.1428571428571428,0.6388765649999399,4.47213595499958,3,3,4,0,3,3,6.0,1,1
15022020001,1,1.4285714285714286,6.388765649999399,4.47213595499958,2,35,4,0,2,48,16.64,1,1
14510194001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,2,2,4,0,2,2,3.6,1,1
10014069001,1,0.2857142857142857,1.27775312999988,4.47213595499958,1,6,4,0,1,24,7.97,1,1
10020006001,1,0.2857142857142857,1.27775312999988,4.47213595499958,1,6,4,0,1,24,7.06,1,1
12105027001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,12,13.08,1,1
32503007003,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,12,2.0,1,1
10031909001,1,1.1428571428571428,5.11101251999952,4.47213595499958,1,24,4,0,1,24,12.81,1,1
32517009001,1,0.238095238095238,1.0647942749998998,4.47213595499958,1,5,4,0,1,5,12.17,1,1
11022021001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,4,0,1,12,7.25,1,1
14303012001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,4,0,1,12,7.0,1,1
10020029001,1,0.2857142857142857,1.27775312999988,4.47213595499958,1,6,4,0,1,24,7.3,1,1
12012985001,1,0.1428571428571428,0.6388765649999399,4.47213595499958,1,3,4,0,1,24,6.056,1,1
31531171001,1,0.4761904761904761,2.1295885499997995,4.47213595499958,1,10,4,0,1,12,1.14,1,1
10032005001,1,0.2857142857142857,1.27775312999988,4.47213595499958,1,6,4,0,1,24,9.11,1,1
12002119001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,4,0,1,12,7.98,1,1
14620033001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,4,0,1,12,12.18,1,1
30450039001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,1,4,0,1,24,2.42,1,1
12022079001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,12,3.0,1,1
12005015008,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,12,2.5,1,1
12103156001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,4,0,1,48,1.21,1,1
12002158001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,12,8.5,1,1
14506032001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,4,0,1,6,12.34,1,1
14304084001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,12,4.12,1,1
12023195001,1,0.0952380952380952,0.4259177099999598,4.472135954999579,1,2,4,0,1,12,2.13,1,1
12010003001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,14,5.06,1,1
10014055001,1,1.1428571428571428,5.11101251999952,4.47213595499958,1,24,4,0,1,24,13.2,1,1
12000036001,1,0.1428571428571428,0.6388765649999399,4.47213595499958,1,3,4,0,1,6,7.003,1,1
12111010004,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,12,0.58,1,1
12013033001,1,0.1904761904761904,0.8518354199999199,4.47213595499958,1,2,4,0,1,6,1.84,1,1
12002002001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,9,8.24,1,1
12105025001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,1,4,0,1,12,9.63,1,1
11030196002,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,12,5.6,1,1
11021043001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,12,7.82,1,1
11050104001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,12,13.25,1,1
15023038001,1,1.1428571428571428,5.11101251999952,4.47213595499958,1,24,4,0,1,24,9.6,1,1
14620088001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,12,12.0,1,1
11103063001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,4,0,1,6,2.72,1,1
12103127001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,4,0,1,48,1.81,1,1
12005002004,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,4,0,1,12,2.0,1,1
11021027001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,4,0,1,12,5.026,1,1
12012054001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,12,6.84,1,1
11031027001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,4,0,1,12,5.32,1,1
31707941001,1,0.1904761904761904,0.8518354199999199,4.47213595499958,1,6,4,0,1,24,0.113,1,1
12001071001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,6,5.2,1,1
11040061001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,12,9.27,1,1
11050134001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,4,0,1,8,8.91,1,1
11022077001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,12,9.3,1,1
12012086001,1,0.0952380952380952,0.4259177099999598,4.472135954999579,1,2,4,0,1,12,4.7,1,1
12103126001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,4,0,1,48,1.56,1,1
12011204001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,12,12.63,1,1
11040032001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,4,0,1,12,10.43,1,1
12101001002,1,0.2857142857142857,1.27775312999988,4.47213595499958,1,6,4,0,1,36,2.12,1,1
12000020001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,6,7.03,1,1
12034103001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,4,0,1,12,3.308,1,1
12105018001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,1,4,0,1,12,6.374,1,1
12103154001,1,0.3809523809523809,1.7036708399998397,4.47213595499958,1,8,4,0,1,48,1.09,1,1
12022137001,1,0.0476190476190476,0.2129588549999799,4.472135954999579,1,1,4,0,1,12,1.53,1,1
12002096001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,9,5.63,1,1
12103146001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,12,1.04,1,1
35306002001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,12,15.0,1,1
12120065001,1,0.1428571428571428,0.6388765649999399,4.47213595499958,1,3,4,0,1,36,2.3,1,1
12120048001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,4,0,1,36,2.49,1,1
31567060001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,4,0,1,12,3.1,1,1
31215012001,1,0.1428571428571428,0.6388765649999399,4.47213595499958,1,3,4,0,1,12,1.556,1,1
12011346001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,12,7.98,1,1
30073022001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,10,5.53,1,1
14604255001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,5,1.6,1,1
12326002001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,4,0,1,6,0.74,1,1
32440140001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,6,0.4,1,1
12002996001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,12,8.2,1,1
12005072013,1,0.0476190476190476,0.2129588549999799,4.472135954999579,1,1,4,0,1,12,2.4,1,1
12000276001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,12,10.1,1,1
14616053001,1,0.1904761904761904,0.8518354199999199,4.47213595499958,1,4,4,0,1,12,13.17,1,1
12000071001,1,0.0476190476190476,0.2129588549999799,4.472135954999579,1,1,4,0,1,12,8.586,1,1
61080025003,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,4,0,1,6,2.0,1,1
12003063001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,12,7.2,1,1
12010175001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,8,2.78,1,1
11070005001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,12,0.75,1,1
12002036001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,12,7.316,1,1
12001078001,1,0.1904761904761904,0.8518354199999199,4.47213595499958,1,4,4,0,1,6,5.2,1,1
12001015001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,9,8.074,1,1
11072004001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,4,0,1,12,2.99,1,1
11051057001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,4,0,1,12,6.64,1,1
12003035001,1,0.0476190476190476,0.2129588549999799,4.472135954999579,1,1,4,0,1,12,4.42,1,1
12023330001,1,0.1904761904761904,0.8518354199999197,4.472135954999579,1,4,4,0,1,12,2.6,1,1
12003142001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,12,6.8,1,1
32524007001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,5,7.0,1,1
11040059001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,12,10.96,1,1
11030002001,1,0.1904761904761904,0.6632565846278152,3.4820970692960302,1,4,4,0,1,12,6.148,1,1
14620061001,1,0.3809523809523809,1.4952684255340554,3.925079617026896,1,6,4,0,1,12,10.1,1,1
14602013001,1,0.8571428571428571,3.83325938999964,4.47213595499958,1,18,4,0,1,36,6.0,1,1
10052014001,1,0.7619047619047619,2.65302633851126,3.482097069296029,1,7,4,0,1,12,12.34,1,1
41223061001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,4,0,1,1,1.798,1,1
12005072003,1,0.0952380952380952,0.4259177099999598,4.472135954999579,1,2,4,0,1,12,2.8,1,1
10014112001,1,0.5714285714285714,2.55550625999976,4.47213595499958,1,12,4,0,1,12,13.3,1,1
12103081001,1,1.7142857142857142,7.666518779999278,4.47213595499958,1,36,4,0,1,72,1.65,1,1
10035033001,1,0.3809523809523809,1.3265131692556302,3.48209706929603,1,7,4,0,1,24,13.33,1,1
12211004001,1,0.7619047619047619,3.4073416799996794,4.47213595499958,16,16,5,0,16,16,1.6000000000000003,1,6
12123099001,1,0.9523809523809524,4.259177099999599,4.47213595499958,15,15,5,0,15,15,1.5,1,2
12120043001,1,0.1904761904761904,0.8518354199999199,4.47213595499958,4,4,5,0,4,4,0.44,1,1
12021923001,1,1.0476190476190477,4.685094809999559,4.472135954999579,2,13,5,0,2,24,4.8,1,1
14222120001,1,0.5238095238095238,2.3425474049997796,4.472135954999579,2,13,5,0,2,20,3.56,1,1
12123044001,1,0.0952380952380952,0.4259177099999598,4.472135954999579,2,2,5,0,2,2,0.4,1,1
12012014001,1,0.1428571428571428,0.6388765649999399,4.47213595499958,1,3,5,0,1,12,1.76,1,1
12020332001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,5,0,1,12,2.22,1,1
12020189001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,5,0,1,24,2.5,1,1
14602101001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,6,0.97,1,1
14615076001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,12,6.01,1,1
12021994001,1,0.1428571428571428,0.6388765649999399,4.47213595499958,1,3,5,0,1,12,2.852,1,1
14225934001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,36,2.0,1,1
12031127001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,5,0,1,3,0.25,1,1
12034999001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,12,0.446,1,1
41223049001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,1,1.72,1,1
12003064001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,12,2.65,1,1
14632356001,1,0.1904761904761904,0.8518354199999199,4.47213595499958,1,4,5,0,1,12,0.83,1,1
11112017001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,8,2.07,1,1
12010140001,1,0.2857142857142857,1.27775312999988,4.47213595499958,1,6,5,0,1,30,1.55,1,1
12021045001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,5,0,1,3,0.75,1,1
11031908002,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,12,3.19,1,1
12104006001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,24,2.86,1,1
12000295001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,8,4.22,1,1
14222121001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,10,1.8,1,1
14616037001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,12,5.37,1,1
12012929001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,12,3.54,1,1
12032101001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,24,0.6,1,1
12023039001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,24,0.8,1,1
12002127001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,12,1.88,1,1
12016100001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,1,5,0,1,24,4.18,1,1
12020250001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,5,0,1,6,1.5,1,1
12011024001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,5,0,1,9,6.91,1,1
12022171001,1,0.1904761904761904,0.8518354199999199,4.47213595499958,1,2,5,0,1,12,1.06,1,1
12021020001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,3,1.2,1,1
11021051002,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,5,0,1,6,2.39,1,1
12010249001,1,0.2857142857142857,1.27775312999988,4.47213595499958,1,6,5,0,1,30,1.55,1,1
11030012002,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,20,0.91,1,1
12022265001,1,0.1904761904761904,0.8518354199999199,4.47213595499958,1,4,5,0,1,6,0.9,1,1
12020147001,1,0.3809523809523809,1.7036708399998397,4.47213595499958,1,7,5,0,1,12,3.12,1,1
32500012001,1,0.1428571428571428,0.6388765649999399,4.47213595499958,1,3,5,0,1,3,0.8,1,1
12102114001,1,0.0476190476190476,0.2129588549999799,4.472135954999579,1,1,5,0,1,10,1.21,1,1
12020228001,1,0.0476190476190476,0.2129588549999799,4.472135954999579,1,1,5,0,1,6,3.28,1,1
31602031001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,48,2.0,1,1
14634032001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,12,4.834,1,1
12344036001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,5,0,1,10,0.632,1,1
12011038001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,6,4.12,1,1
12003126001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,5,0,1,12,2.84,1,1
12022167001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,6,0.6,1,1
11031908001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,12,3.19,1,1
14721916001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,10,0.62,1,1
12151018001,1,0.0476190476190476,0.2129588549999799,4.472135954999579,1,1,5,0,1,6,0.538,1,1
