item_code,cluster,mean_demand,std_demand,cv_demand,initial_inventory_boxes,qty_inv_items,num_compatible_slots,min_slot_type,total_boxes_assigned,total_items_assigned,total_weight_assigned,pods_used,slots_used
12103179001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,6,0.11,1,1
14631054001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,12,7.09,1,1
32510002001,1,0.2857142857142857,1.27775312999988,4.47213595499958,1,6,5,0,1,6,2.5,1,1
12010221001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,12,3.1,1,1
12021069001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,3,0.5,1,1
12302047001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,12,1.66,1,1
31226017001,1,0.1428571428571428,0.6388765649999399,4.47213595499958,1,3,5,0,1,12,1.47,1,1
12020131001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,6,1.2,1,1
12012119001,1,0.0952380952380952,0.4259177099999598,4.472135954999579,1,2,5,0,1,12,5.75,1,1
12005084008,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,1,5,0,1,3,0.3,1,1
12020018001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,6,1.5,1,1
12020184001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,5,0,1,12,1.68,1,1
12004095001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,12,1.14,1,1
12020283001,1,0.0476190476190476,0.2129588549999799,4.472135954999579,1,1,5,0,1,6,1.8,1,1
12004218001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,5,0,1,12,3.87,1,1
12006059001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,12,0.25,1,1
11071912001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,12,1.46,1,1
12020342001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,5,0,1,12,2.1,1,1
11074045002,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,10,0.61,1,1
12020021001,1,0.4761904761904761,2.1295885499997995,4.47213595499958,1,10,5,0,1,12,1.67,1,1
12005015001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,12,2.8,1,1
12020138001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,5,0,1,12,2.59,1,1
14602024001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,6,0.97,1,1
12106047001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,24,0.56,1,1
12106034001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,12,1.2,1,1
12320188001,1,0.0476190476190476,0.2129588549999799,4.472135954999579,1,1,5,0,1,12,1.37,1,1
12002009001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,6,5.1,1,1
12102092001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,12,1.88,1,1
32470079001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,12,2.4,1,1
14241036001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,30,1.708,1,1
11031001001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,5,0,1,6,2.46,1,1
12020957001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,15,2.84,1,1
11071909001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,12,0.595,1,1
12023189001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,24,0.8,1,1
14602093001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,6,0.98,1,1
14604117001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,6,0.97,1,1
12000075001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,6,3.02,1,1
12032043007,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,12,0.2,1,1
12022127001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,6,1.25,1,1
41414004001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,1,0.3,1,1
12020952001,1,0.0476190476190476,0.2129588549999799,4.472135954999579,1,1,5,0,1,12,2.92,1,1
12022005001,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,3,0.5,1,1
11031011002,1,0.0476190476190476,0.2129588549999799,4.47213595499958,1,1,5,0,1,12,1.85,1,1
12004053001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,5,0,1,3,1.2,1,1
41601014001,1,0.0476190476190476,0.2129588549999799,4.472135954999579,1,1,5,0,1,1,1.5,1,1
12020404001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,5,0,1,6,1.036,1,1
12023079001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,5,0,1,3,1.0,1,1
12012145001,1,1.7142857142857142,6.415330278717847,3.742275995918744,1,13,5,0,1,24,4.7,1,1
11076890001,1,0.1904761904761904,0.6632565846278151,3.48209706929603,1,4,5,0,1,12,1.92,1,1
12000092001,1,0.0952380952380952,0.4259177099999599,4.47213595499958,1,2,5,0,1,12,6.6,1,1
61080010002,1,0.238095238095238,0.8676603408708856,3.64417343165772,1,5,5,0,1,6,1.0,1,1
12151012001,1,1.1428571428571428,3.979539507766891,3.48209706929603,1,21,5,0,1,24,2.4,1,1
31822063001,3,1.238095238095238,3.3651542369628102,2.718009191393039,4,4,1,4,4,4,28.0,1,1
31821064001,3,0.1904761904761904,0.4994327848429293,2.622022120425379,2,2,1,4,2,2,14.0,1,1
14001014001,3,1.4285714285714286,5.1043532174710915,3.573047252229764,1,10,1,4,1,18,3.21,1,1
12327085001,3,0.1428571428571428,0.4665694748158434,3.2659863237109037,1,3,1,4,1,6,16.13,1,1
34101017001,3,0.1428571428571428,0.4665694748158434,3.265986323710904,1,3,1,4,1,12,24.0,1,1
14509009001,3,0.238095238095238,0.6098213559459855,2.561249694973139,1,3,1,4,1,20,13.2,1,1
41313936001,3,0.1428571428571428,0.3499271061118825,2.449489742783178,1,1,1,4,1,6,7.6,1,1
41100017001,3,0.1904761904761904,0.3926767262493011,2.0615528128088307,1,1,1,4,1,1,2.054,1,1
31835944001,3,0.1428571428571428,0.3499271061118825,2.449489742783178,1,1,1,4,1,1,7.0,1,1
12210021001,3,3.3333333333333335,10.615950861718073,3.1847852585154217,35,35,2,3,35,35,7.000000000000001,6,12
41511008001,3,0.1428571428571428,0.4665694748158434,3.2659863237109037,3,3,2,3,3,3,7.800000000000001,2,3
14851001001,3,0.1428571428571428,0.4665694748158434,3.2659863237109037,3,3,2,3,3,3,21.0,2,2
11103001002,3,0.4761904761904761,1.401327520910682,2.9427877939124323,2,5,2,3,2,8,28.0,2,2
14851009001,3,0.2857142857142857,0.6998542122237651,2.449489742783178,2,2,2,3,2,2,14.0,1,1
14851023001,3,0.238095238095238,0.5259695722470124,2.209072203437452,2,2,2,3,2,2,16.0,1,1
14853061001,3,1.3333333333333333,3.919831548048891,2.9398736610366685,1,9,2,3,1,20,8.13,1,1
31271003001,3,0.238095238095238,0.7499055118106487,3.1496031496047245,1,4,2,3,1,10,8.6,1,1
14203005001,3,0.5714285714285714,1.4982983545287878,2.622022120425379,1,4,2,3,1,20,3.3,1,1
11030015001,3,0.1428571428571428,0.4665694748158434,3.2659863237109037,1,3,2,3,1,12,4.63,1,1
12011226001,3,0.2857142857142857,0.8806305718527109,3.0822070014844885,1,4,2,3,1,12,14.08,1,1
35300013001,3,0.3809523809523809,1.2140522651411392,3.1868871959954905,1,6,2,3,1,12,11.32,1,1
11103112001,3,0.6666666666666666,1.7548119783512648,2.6322179675268975,1,4,2,3,1,4,12.15,1,1
12102024001,3,0.4761904761904761,1.3316315670580536,2.7964262908219126,1,5,2,3,1,48,5.5,1,1
14310011001,3,0.1428571428571428,0.4665694748158434,3.265986323710904,1,1,2,3,1,14,6.97,1,1
12011184001,3,0.5714285714285714,1.5297503242103816,2.677063067368168,1,4,2,3,1,12,13.8,1,1
14353012001,3,0.2857142857142857,0.9331389496316868,3.265986323710904,1,3,2,3,1,4,11.67,1,1
14244047001,3,0.1428571428571428,0.4665694748158434,3.265986323710904,1,3,2,3,1,10,4.6,1,1
11032031001,3,0.6666666666666666,2.167582224141151,3.2513733362117265,1,10,2,3,1,24,6.33,1,1
14333006001,3,1.0,2.3094010767585034,2.3094010767585034,1,4,2,3,1,12,11.556,1,1
11103113001,3,0.2857142857142857,0.8806305718527109,3.0822070014844885,1,3,2,3,1,4,12.16,1,1
12327040001,3,0.8571428571428571,2.3761857047380284,2.7722166555277,1,5,2,3,1,12,11.0,1,1
14822899001,3,0.7619047619047619,1.770250504327724,2.323453786930138,1,3,2,3,1,30,7.54,1,1
14506642001,3,0.1428571428571428,0.4665694748158434,3.265986323710904,1,3,2,3,1,24,16.3,1,1
31422013001,3,0.5238095238095238,1.2953781436890897,2.4729946379518983,1,4,2,3,1,48,20.0,1,1
14505088001,3,0.1428571428571428,0.4665694748158434,3.265986323710904,1,1,2,3,1,15,1.7,1,1
14604080001,3,0.3809523809523809,1.290115922299435,3.386554296036017,1,5,2,3,1,20,5.812,1,1
11074010001,3,0.1428571428571428,0.4665694748158434,3.2659863237109037,1,3,2,3,1,12,4.89,1,1
12011350001,3,0.7142857142857143,2.141269252944487,2.9977769541222816,1,8,2,3,1,12,13.98,1,1
14350011001,3,0.9523809523809524,2.6090719108195666,2.739525506360545,1,6,2,3,1,18,6.12,1,1
11032221001,3,0.6190476190476191,1.3265131692556302,2.1428289657206334,1,5,2,3,1,12,6.018,1,1
11030097001,3,0.0952380952380952,0.2935435239509036,3.082207001484488,1,1,2,3,1,18,8.13,1,1
35310008001,3,0.0952380952380952,0.2935435239509036,3.082207001484488,1,1,2,3,1,6,5.6,1,1
11103089004,3,0.238095238095238,0.6834619092574915,2.8705400188814645,1,3,2,3,1,4,14.04,1,1
14210039001,3,0.7142857142857143,1.577908716741037,2.2090722034374517,1,4,2,3,1,20,11.0,1,1
41531003001,3,0.0952380952380952,0.2935435239509036,3.082207001484488,1,1,2,3,1,1,2.76,1,1
31502041001,3,0.0952380952380952,0.2935435239509036,3.082207001484488,1,1,2,3,1,30,15.1,1,1
10023124001,3,0.4285714285714285,1.1368891796488878,2.6527414191807384,1,3,2,3,1,5,14.0,1,1
14364197001,3,0.0952380952380952,0.2935435239509036,3.082207001484488,1,1,2,3,1,12,7.61,1,1
14506392001,3,0.0952380952380952,0.2935435239509036,3.082207001484488,1,1,2,3,1,12,4.97,1,1
11070051001,3,0.0952380952380952,0.2935435239509036,3.082207001484488,1,1,2,3,1,24,16.5,1,1
14311008001,3,0.6666666666666666,1.9107050140703696,2.8660575211055543,1,8,2,3,1,12,3.88,1,1
12121078001,3,0.238095238095238,0.6834619092574915,2.8705400188814645,1,2,2,3,1,12,3.6,1,1
14506358001,3,0.5238095238095238,1.219642711891971,2.3284088136119445,1,2,2,3,1,12,11.28,1,1
14011046001,3,0.0952380952380952,0.2935435239509036,3.082207001484488,1,1,2,3,1,25,1.8,1,1
12034051001,3,0.238095238095238,0.6834619092574915,2.8705400188814645,1,2,2,3,1,30,2.7,1,1
31761004001,3,0.0952380952380952,0.2935435239509036,3.0822070014844885,1,1,2,3,1,12,4.18,1,1
14506328001,3,0.0952380952380952,0.2935435239509036,3.082207001484488,1,1,2,3,1,12,11.28,1,1
14851018001,3,0.7142857142857143,2.050385727772475,2.870540018881465,1,6,2,3,1,7,11.35,1,1
31502041002,3,0.1904761904761904,0.5870870479018073,3.0822070014844885,1,2,2,3,1,30,15.1,1,1
14003070001,3,0.0952380952380952,0.2935435239509036,3.0822070014844885,1,1,2,3,1,8,7.2,1,1
31500032002,3,0.4285714285714285,0.9035079029052512,2.1081851067789197,1,2,2,3,1,30,14.9,1,1
14111079001,3,0.3809523809523809,0.9988655696858584,2.622022120425379,1,3,2,3,1,12,3.79,1,1
12212058001,3,0.7619047619047619,1.5707069049972042,2.0615528128088307,1,4,2,3,1,24,8.43,1,1
41002005001,3,0.1904761904761904,0.4994327848429292,2.6220221204253784,1,2,2,3,1,12,3.31,1,1
12121071001,3,0.5238095238095238,1.0962728031639368,2.0928844424038795,1,3,2,3,1,12,1.02,1,1
11074033001,3,0.3333333333333333,0.835710894037345,2.507132682112035,1,3,2,3,1,40,18.822,1,1
11072017001,3,0.1904761904761904,0.4994327848429292,2.622022120425379,1,2,2,3,1,12,11.51,1,1
14221114001,3,0.4761904761904761,0.9571310115353228,2.0099751242241783,1,2,2,3,1,10,3.402,1,1
12034094001,3,1.1428571428571428,2.568781706525938,2.247683993210196,1,8,2,3,1,36,10.45,1,1
14331020001,3,0.6190476190476191,1.430157849302972,2.31025498733557,1,5,2,3,1,6,11.52,1,1
31563008001,3,1.0,2.0930724738891344,2.0930724738891344,1,7,2,3,1,12,2.1,1,1
14853013001,3,4.0,10.327955589886448,2.5819888974716116,1,34,2,3,1,80,8.5,1,1
31501013001,3,0.6190476190476191,1.3964645998681124,2.2558274305561814,1,5,2,3,1,20,14.0,1,1
11050052001,3,0.2857142857142857,0.6281383789653772,2.19848432637882,1,3,2,3,1,12,13.52,1,1
32420014001,3,0.1428571428571428,0.3499271061118825,2.449489742783178,1,1,2,3,1,30,3.0,1,1
14210127001,3,0.6190476190476191,1.361938061530961,2.2000537917038603,1,5,2,3,1,12,8.52,1,1
14240010001,3,0.238095238095238,0.5259695722470124,2.209072203437452,1,1,2,3,1,6,5.8,1,1
35311004001,3,0.1428571428571428,0.3499271061118826,2.4494897427831783,1,1,2,3,1,24,5.0,1,1
14822024001,3,0.5714285714285714,1.0942024088643865,1.9148542155126764,1,4,2,3,1,20,9.75,1,1
12106061001,3,0.2857142857142857,0.5471012044321932,1.9148542155126764,1,2,2,3,1,144,5.17,1,1
12011063001,3,0.2857142857142857,0.5471012044321931,1.914854215512676,1,1,2,3,1,12,13.83,1,1
14242044001,3,0.4285714285714285,0.8491692619108099,1.9813949444585568,1,3,2,3,1,20,7.9,1,1
35301003001,3,1.619047619047619,4.434455895932501,2.7389286416053684,2,17,3,0,2,24,22.964,1,1
10031022001,3,5.142857142857143,13.97373629787141,2.717115391252774,2,26,3,0,2,48,28.6,1,1
11021026001,3,1.238095238095238,2.860315698605944,2.31025498733557,2,5,3,0,2,8,32.96,1,2
10031015001,3,8.285714285714286,21.312064227396014,2.5721456826167604,2,32,3,0,2,48,30.4,2,2
12327064001,3,0.1904761904761904,0.4994327848429292,2.622022120425379,2,2,3,0,2,2,15.12,1,1
10034022001,3,9.142857142857142,18.84848285996645,2.0615528128088303,2,31,3,0,2,48,28.76,2,2
12327009001,3,8.0,15.417985786550904,1.927248223318863,2,39,3,0,2,48,15.36,1,1
10014081001,3,0.8571428571428571,2.799416848895061,3.2659863237109046,1,6,3,0,1,24,12.41,1,1
10034047001,3,0.5714285714285714,1.8662778992633735,3.265986323710904,1,9,3,0,1,24,15.52,1,1
11051019001,3,1.1428571428571428,2.799416848895061,2.4494897427831783,1,8,3,0,1,12,10.702,1,1
12102047001,3,0.1428571428571428,0.4665694748158434,3.2659863237109037,1,3,3,0,1,24,9.52,1,1
11050073001,3,0.1428571428571428,0.4665694748158434,3.2659863237109037,1,3,3,0,1,12,13.081,1,1
11050037001,3,0.1428571428571428,0.4665694748158434,3.265986323710904,1,3,3,0,1,4,13.97,1,1
12000057001,3,0.3333333333333333,0.8908708063747479,2.6726124191242437,1,1,3,0,1,12,12.1,1,1
12123060001,3,0.3809523809523809,1.1328930717495542,2.97384431334258,1,4,3,0,1,12,3.0,1,1
31504006001,3,0.4285714285714285,1.3997084244475304,3.2659863237109046,1,7,3,0,1,24,15.0,1,1
14601046001,3,0.8571428571428571,2.9806633056245384,3.4774405232286285,1,7,3,0,1,30,5.3,1,1
12002024001,3,0.1428571428571428,0.4665694748158434,3.265986323710904,1,1,3,0,1,12,10.8,1,1
14804015001,3,1.7142857142857142,5.598833697790122,3.2659863237109046,1,12,3,0,1,24,9.9,1,1
14502005001,3,1.3333333333333333,3.0131984799155003,2.259898859936625,1,5,3,0,1,24,2.89,1,1
12000350001,3,1.0,2.4299715851758235,2.4299715851758235,1,4,3,0,1,12,12.06,1,1
12010121001,3,0.1428571428571428,0.4665694748158434,3.2659863237109037,1,3,3,0,1,12,5.09,1,1
14413010001,3,0.1428571428571428,0.4665694748158434,3.265986323710904,1,3,3,0,1,6,10.38,1,1
14344010001,3,0.6190476190476191,1.731396091685509,2.796870609645822,1,6,3,0,1,12,6.88,1,1
14700050001,3,0.3333333333333333,1.0837911120705754,3.2513733362117265,1,5,3,0,1,12,6.4,1,1
30073068001,3,0.3333333333333333,0.9428090415820632,2.82842712474619,1,4,3,0,1,8,5.47,1,1
11103002001,3,0.0952380952380952,0.2935435239509036,3.082207001484488,1,1,3,0,1,4,12.68,1,1
12011340001,3,0.238095238095238,0.6834619092574915,2.8705400188814645,1,3,3,0,1,6,13.65,1,1
11073901001,3,0.0952380952380952,0.2935435239509036,3.082207001484488,1,1,3,0,1,12,4.43,1,1
12120091001,3,0.4761904761904761,1.366923818514983,2.8705400188814645,1,4,3,0,1,24,1.454,1,1
12014032001,3,0.0952380952380952,0.2935435239509036,3.082207001484488,1,1,3,0,1,36,2.5,1,1
14200061001,3,0.3809523809523809,0.8984743935292004,2.3584952830141512,1,3,3,0,1,10,3.54,1,1
14023036001,3,0.1904761904761904,0.5870870479018072,3.082207001484488,1,2,3,0,1,12,2.12,1,1
10033052001,3,0.3809523809523809,1.1741740958036144,3.082207001484488,1,4,3,0,1,24,15.4,1,1
30013002001,3,0.5238095238095238,1.1388819755334665,2.174229226018436,1,3,3,0,1,45,6.0,1,1
11072010001,3,0.6666666666666666,1.8082702424807169,2.712405363721075,1,6,3,0,1,12,3.08,1,1
12000193001,3,0.0952380952380952,0.2935435239509036,3.082207001484488,1,1,3,0,1,12,10.65,1,1
31253004001,3,0.4285714285714285,1.1368891796488878,2.6527414191807384,1,3,3,0,1,30,13.6,1,1
10033062001,3,0.3809523809523809,1.1741740958036146,3.0822070014844885,1,4,3,0,1,24,16.35,1,1
14720022001,3,0.7619047619047619,1.874763779526622,2.4606274606286913,1,4,3,0,1,20,12.475,1,1
11103267001,3,0.5714285714285714,1.178030178747903,2.0615528128088303,1,3,3,0,1,6,9.2,1,1
11041020001,3,0.6190476190476191,1.4952684255340554,2.4154336104780896,1,5,3,0,1,12,1.524,1,1
14300029001,3,0.4761904761904761,1.2196427118919713,2.5612496949731396,1,5,3,0,1,12,1.36,1,1
10002011001,3,3.238095238095238,6.830636600777565,2.1094613031813068,1,12,3,0,1,24,15.72,1,1
14804009001,3,3.142857142857143,6.311634866964149,2.0082474576704112,1,20,3,0,1,24,9.708,1,1
11102012001,3,0.3333333333333333,0.7766431633476233,2.32992949004287,1,3,3,0,1,6,12.1,1,1
14504060001,3,0.3809523809523809,0.9499970163457144,2.4937421679075005,1,3,3,0,1,8,1.36,1,1
14852011001,3,0.8571428571428571,2.0995626366712954,2.449489742783178,1,6,3,0,1,96,12.1,1,1
14822095001,3,0.1428571428571428,0.3499271061118825,2.449489742783178,1,1,3,0,1,20,2.06,1,1
14240007001,3,0.5714285714285714,1.2177820811947069,2.1311186420907373,1,4,3,0,1,20,4.78,1,1
14000109001,3,0.5238095238095238,1.0962728031639368,2.0928844424038795,1,3,3,0,1,12,2.44,1,1
10023068001,3,0.3333333333333333,0.7766431633476233,2.32992949004287,1,2,3,0,1,4,11.6,1,1
14244935001,3,0.3809523809523809,0.7853534524986019,2.0615528128088303,1,2,3,0,1,6,7.65,1,1
14226116001,3,0.1904761904761904,0.4994327848429292,2.622022120425379,1,2,3,0,1,48,6.0,1,1
14852009001,3,2.0,3.854496446637726,1.927248223318863,1,12,3,0,1,96,12.1,1,1
10041052001,3,5.714285714285714,12.623269733928298,2.209072203437452,1,24,3,0,1,24,13.116,1,1
41310001001,3,0.238095238095238,0.42591770999996,1.788854381999832,1,1,3,0,1,1,2.57,1,1
12011305001,3,0.1428571428571428,0.3499271061118825,2.449489742783178,1,1,3,0,1,12,16.58,1,1
11041999004,3,0.1428571428571428,0.3499271061118825,2.449489742783178,1,1,3,0,1,10,0.9,1,1
14615012001,3,0.7142857142857143,1.385051387833237,1.9390719429665315,1,4,3,0,1,12,17.97,1,1
12106098001,3,0.238095238095238,0.42591770999996,1.788854381999832,1,1,3,0,1,24,7.03,1,1
14510184001,3,0.3333333333333333,1.1268723396380222,3.3806170189140667,6,6,4,0,6,6,36.0,1,1
14510037001,3,0.8571428571428571,2.4355641623894138,2.8414915227876496,4,4,4,0,4,4,12.0,1,1
14511071001,3,0.4285714285714285,1.2936264483053452,3.0184617127124724,4,4,4,0,4,4,8.0,1,1
10002013001,3,5.714285714285714,12.623269733928298,2.209072203437452,4,43,4,0,4,48,18.76,1,2
10020037001,3,4.285714285714286,13.997084244475303,3.265986323710904,3,67,4,0,3,90,19.776,2,2
15024011001,3,44.57142857142857,112.15150103174486,2.516219574430173,3,63,4,0,3,72,28.799999999999997,2,3
10040044001,3,4.857142857142857,11.90952285752362,2.4519605883136864,2,22,4,0,2,24,26.04,1,2
14311041001,3,0.9047619047619048,2.860315698605944,3.161401561617096,2,8,4,0,2,12,10.4,1,2
15020007001,3,5.238095238095238,17.957369522884076,3.4282250907324143,2,16,4,0,2,24,26.24,2,2
14506313001,3,4.666666666666667,17.326921891156033,3.71291183381915,2,25,4,0,2,40,12.8,1,1
14023210001,3,1.4285714285714286,3.1858530826052824,2.2300971578236974,2,2,4,0,2,2,1.2,1,1
14023502001,3,1.2857142857142858,3.7814441325889185,2.9411232142358252,2,2,4,0,2,2,1.2,1,1
14832043001,3,2.0952380952380953,6.361377223636867,3.0361118567357774,2,13,4,0,2,24,9.78,1,2
10016021001,3,2.2857142857142856,7.740695533796608,3.3865542960360164,2,34,4,0,2,60,12.4,1,1
10022004001,3,8.285714285714286,20.987848768236525,2.5330162306492356,2,43,4,0,2,48,15.06,1,1
10024005001,3,10.0,22.168188275738085,2.2168188275738085,2,35,4,0,2,48,17.7,2,2
10023073001,3,1.238095238095238,3.9267672624930103,3.171619712013585,2,10,4,0,2,12,13.4,1,1
10012002001,3,1.619047619047619,5.232464506067503,3.231816312571105,2,20,4,0,2,24,26.56,2,2
10002918001,3,1.238095238095238,3.97497842946842,3.210559500724493,2,8,4,0,2,12,26.9,1,2
10013007001,3,10.0,25.2756234909674,2.5275623490967396,2,36,4,0,2,48,10.76,1,1
14613014001,3,5.238095238095238,13.483339850153568,2.5740921532111356,2,19,4,0,2,24,23.86,1,2
14512123001,3,0.238095238095238,0.6834619092574916,2.870540018881465,2,2,4,0,2,2,2.4,1,1
10022003001,3,4.571428571428571,11.986386836230302,2.622022120425379,2,47,4,0,2,48,18.8,1,2
32517006001,3,1.6666666666666667,3.883215816738117,2.32992949004287,2,9,4,0,2,10,30.2,1,2
10024001001,3,14.0,30.331501776206203,2.166535841157586,2,33,4,0,2,48,17.18,2,2
11072897001,3,0.7619047619047619,1.8491893179950096,2.4270609798684504,1,4,4,0,1,12,3.18,1,1
11071014001,3,0.5714285714285714,1.7340134720031548,3.034523576005521,1,4,4,0,1,30,3.1,1,1
14244911001,3,0.2857142857142857,0.9331389496316868,3.2659863237109037,1,4,4,0,1,12,4.0,1,1
11071013001,3,0.1428571428571428,0.4665694748158434,3.265986323710904,1,3,4,0,1,24,1.654,1,1
10001044001,3,0.7619047619047619,2.3483481916072293,3.0822070014844885,1,8,4,0,1,24,13.748,1,1
10014103001,3,0.238095238095238,0.7499055118106487,3.1496031496047245,1,3,4,0,1,10,11.312,1,1
10031021001,3,0.8571428571428571,2.7994168488950604,3.265986323710904,1,6,4,0,1,24,8.52,1,1
14730041001,3,1.4285714285714286,4.2378277069118075,2.9664793948382653,1,7,4,0,1,12,1.76,1,1
12020005003,3,0.2857142857142857,0.9331389496316868,3.265986323710904,1,5,4,0,1,12,1.94,1,1
11062011001,3,0.1428571428571428,0.4665694748158434,3.2659863237109037,1,3,4,0,1,40,1.0,1,1
12003069001,3,0.238095238095238,0.7499055118106486,3.149603149604724,1,4,4,0,1,12,2.85,1,1
10020039001,3,0.8571428571428571,2.7994168488950604,3.265986323710904,1,14,4,0,1,30,6.592,1,1
12011388001,3,0.3809523809523809,1.290115922299435,3.386554296036017,1,6,4,0,1,12,5.5,1,1
11050069001,3,0.1428571428571428,0.4665694748158434,3.265986323710904,1,3,4,0,1,12,13.7,1,1
14311093001,3,0.4285714285714285,1.0942024088643865,2.553138954016902,1,2,4,0,1,6,3.51,1,1
12125013001,3,0.1428571428571428,0.4665694748158434,3.2659863237109037,1,3,4,0,1,24,3.0,1,1
14243009001,3,0.8095238095238095,2.362787853343862,2.9187379364835944,1,8,4,0,1,12,2.15,1,1
14801020001,3,2.142857142857143,4.733726150223112,2.209072203437452,1,9,4,0,1,24,7.58,1,1
14312003001,3,3.1904761904761907,10.21492394498432,3.201692579771205,1,10,4,0,1,12,6.566,1,1
14244060001,3,0.4761904761904761,1.0962728031639368,2.302172886644267,1,3,4,0,1,12,5.734,1,1
14210089001,3,1.0,2.5260547066428276,2.5260547066428276,1,6,4,0,1,20,1.18,1,1
12012108001,3,0.9047619047619048,2.598621647550905,2.872160768345737,1,8,4,0,1,24,13.084,1,1
12005019008,3,0.1428571428571428,0.4665694748158434,3.2659863237109037,1,3,4,0,1,12,2.2,1,1
14321011001,3,1.380952380952381,3.19934800614111,2.316769245826321,1,8,4,0,1,24,11.0,1,1
31533085001,3,0.3333333333333333,1.0837911120705754,3.2513733362117265,1,4,4,0,1,12,0.4,1,1
31421024001,3,0.8571428571428571,2.231499907401901,2.6034165586355513,1,5,4,0,1,12,2.44,1,1
14311002001,3,0.4761904761904761,1.5312319229346216,3.2155870381627056,1,6,4,0,1,8,3.166,1,1
12011011001,3,0.5714285714285714,1.941315915299001,3.397302851773252,1,7,4,0,1,12,9.17,1,1
14720030001,3,1.1904761904761905,3.033449201644378,2.5480973293812776,1,8,4,0,1,12,6.95,1,1
12010040001,3,0.5714285714285714,1.293626448305345,2.263846284534354,1,4,4,0,1,24,15.0,1,1
12121081001,3,0.4761904761904761,1.4998110236212974,3.1496031496047245,1,7,4,0,1,12,1.482,1,1
12011191001,3,0.1428571428571428,0.4665694748158434,3.2659863237109037,1,1,4,0,1,6,5.1,1,1
32431020001,3,0.1428571428571428,0.4665694748158434,3.2659863237109037,1,3,4,0,1,12,2.0,1,1
10023031001,3,0.3809523809523809,1.0900498230723423,2.8613807855648994,1,3,4,0,1,6,13.0,1,1
14310003001,3,0.2857142857142857,0.8806305718527109,3.0822070014844885,1,4,4,0,1,8,2.352,1,1
11021067001,3,0.1428571428571428,0.4665694748158434,3.2659863237109037,1,3,4,0,1,10,2.44,1,1
14741008001,3,0.238095238095238,0.7499055118106486,3.149603149604724,1,4,4,0,1,12,6.57,1,1
11030046001,3,0.238095238095238,0.7499055118106487,3.1496031496047245,1,3,4,0,1,12,2.26,1,1
14633055001,3,0.4285714285714285,1.3997084244475302,3.265986323710904,1,7,4,0,1,24,8.59,1,1
12011174001,3,0.1428571428571428,0.4665694748158434,3.265986323710904,1,3,4,0,1,12,7.95,1,1
11074022001,3,0.4285714285714285,1.3299276232160897,3.103164454170876,1,6,4,0,1,12,7.2,1,1
14852019001,3,3.142857142857143,10.41192409045063,3.312884937870655,1,46,4,0,1,96,8.11,1,1
12000206001,3,0.1428571428571428,0.4665694748158434,3.265986323710904,1,3,4,0,1,9,6.0,1,1
