item_code,mean_demand,std_demand,cv_demand,nonzero_periods,T,demand_frequency,max_affinity,item_name,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,item_volume,item_unit,item_order_frequency,item_relative_importance,item_quantity_order_mean,item_quantity_order_std,item_quantity_order_total,item_quantity_order_unique,item_quantity_order_unique_frequency,item_class,item_initial_quantity_inventory,initial_unit_inventory,initial_box_inventory,cluster
10041899001,30.857142857142858,73.29548807006181,2.375316743011262,8,21,0.3809523809523809,3.338396709295921e-05,S.Pellegrino氣泡礦泉水,26.00.00,17.00,31.00.00,13702.0,06.46,6.0,2283.07.00,PCS,31.00.00,0.84381593640106,15.805,9.745,648.0,"[6, 12, 18, 24, 30, 36]","[9, 19, 3, 3, 2, 5]",C,32.0,124.68,20.78,2
14501026001,30.857142857142858,17.453611988026186,0.5656263144267746,21,21,1.0,0.0013353587128221,味味一品紅燒牛肉麵(碗)181g,37.00.00,34.00.00,16.00,20128.0,02.13,8.0,2516.00.00,PCS,237.00.00,0.455829069515508,2.602,"0,638194444",648.0,"[2, 4]","[174, 75]",B,6.0,53.2,6.65,1
14804001001,30.857142857142858,25.75710720225723,0.8347210667398176,19,21,0.9047619047619048,0.0004006075905635,泰山紫米薏仁 255g,41.00.00,28.00.00,10.00,11480.0,08.08,24.0,478.03.00,PCS,82.00.00,0.7077315378077033,7.714,4.522,648.0,"[6, 12, 18, 24]","[71, 6, 3, 4]",C,13.0,63.83,2.66,0
14020926001,30.761904761904763,16.606940602967068,0.5398541062884031,21,21,1.0,0.0019863459747284,滿天星原味量販包,62.00.00,45.00.00,36.00.00,100440.0,03.49,12.0,8370.00.00,PCS,408.00.00,0.2878718688021866,1.572,1.519,646.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12]","[319, 48, 12, 8, 9, 5, 4, 1, 2, 1, 2]",B,6.0,52.02,4.34,1
14503002001,30.714285714285715,15.434192097880787,0.5025085799310024,21,21,1.0,0.0004172995977569,維力媽媽麵-蛤蜊海鮮(包)80g,38.00.00,32.00.00,14.00,17024.0,03.13,30.0,567.05.00,PCS,112.00.00,0.6416759720671322,5.708,1.751,645.0,"[5, 10]","[97, 16]",C,8.0,50.47,1.68,0
14501928001,30.714285714285715,26.186146828319085,0.8525722223173655,20,21,0.9523809523809524,0.0003338396782055,真爽蔥辣牛肉風味麵75g,37.00.00,32.00.00,14.00,16576.0,03.06,30.0,552.05.00,PCS,67.00.00,0.7439276012066466,9.485,11.00,645.0,"[5, 10, 15, 20, 25, 30, 60]","[50, 8, 1, 2, 2, 3, 2]",C,22.0,64.23,2.14,0
14831009001,30.714285714285715,47.224085864252416,1.53752837697566,19,21,0.9047619047619048,0.000350531656295,同榮辣味燒鰻(易開罐) 100g,32.00.00,23.00,09.00,6624.00.00,"0,192361111",24.0,276.00.00,PCS,76.00.00,0.7218646355894068,8.269,11.279,645.0,"[3, 6, 9, 12, 18, 21, 24, 48, 60]","[44, 15, 4, 6, 1, 1, 3, 3, 1]",C,21.0,91.16,3.8,0
14130007001,30.666666666666668,15.29160989998546,0.4986394532603954,21,21,1.0,0.0016525064129382,義美草莓夾心酥經濟包,56.00.00,26.00.00,24.00.00,34944.0,"0,188888889",8.0,4368.00.00,PCS,408.00.00,0.2892318461358977,01.53,1.269,644.0,"[1, 2, 3, 4, 5, 6, 8, 9, 10]","[312, 63, 23, 5, 6, 7, 2, 1, 2]",B,5.0,50.24,6.28,1
14500006001,30.666666666666668,23.776739333502675,0.7753284565272611,21,21,1.0,0.0004006075905635,味味A排骨雞乾麵XL重量包123g,41.00.00,32.00.00,15.00,19680.0,03.56,24.0,820.00.00,PCS,94.00.00,0.6761620639656005,06.44,4.787,644.0,"[4, 8, 12, 16, 20, 36]","[66, 22, 4, 5, 2, 1]",C,12.0,61.1,2.55,0
14010034001,30.61904761904762,16.436168015922053,0.5367955339570188,21,21,1.0,0.0019362700404599,神氣包--野菜園,51.00.00,31.00.00,26.00.00,41106.0,01.36,6.0,6851.00.00,PCS,329.00.00,0.3519008016533058,1.837,1.969,643.0,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 18, 20]","[226, 68, 27, 4, 10, 7, 2, 2, 1, 1, 1, 1]",B,8.0,51.66,8.61,1
10033026001,30.61904761904762,29.028393325287905,0.9480501708103358,17,21,0.8095238095238095,8.345991955138743e-05,茶裏王台式綠茶微甜Pet1250ml,36.00.00,27.00.00,31.00.00,30132.0,16.00,12.0,2511.00.00,PCS,54.00.00,0.7744537591040149,10.898,08.36,643.0,"[1, 2, 3, 4, 5, 6, 7, 12, 18, 24, 30]","[2, 7, 3, 5, 3, 7, 1, 18, 2, 8, 3]",C,21.0,67.78,5.65,0
14010065001,30.571428571428573,35.42678566928057,1.158820091985813,14,21,0.6666666666666666,0.0009514430421404,,,,,,,,,,,,,,,,,,,75.92,,2
12201008001,30.47619047619047,57.833916560802834,1.897675387151343,7,21,0.3333333333333333,3.338396709295921e-05,春風黃阿瑪卡通版抽取式衛生紙,20.00,10.00,08.00,1785.00.00,00.02,1.0,1785.00.00,PCS,12.00,0.93486775220413,53.333,44.586,640.0,"[20, 40, 60, 120, 160]","[5, 2, 3, 1, 1]",C,100.0,104.5,104.5,2
14831022001,30.285714285714285,14.163837252463956,0.4676738715436212,21,21,1.0,0.0004339915758464,遠洋牌香辣燒鰻100g,33.00.00,23.00,10.00,7590.00.00,3.734,24.0,316.03.00,PCS,129.00.00,0.6101531641139314,4.855,03.42,636.0,"[3, 6, 9, 12, 30]","[81, 36, 3, 10, 1]",C,9.0,48.42,2.02,0
10041033001,30.285714285714285,22.291574321126035,0.7360425483390672,20,21,0.9523809523809524,0.0001502278464613,舒味思氣泡水萊姆口味Pet500ml,42.00.00,25.00.00,24.00.00,25200.0,"0,552777778",24.0,1050.00.00,PCS,67.00.00,0.7423642939284345,9.353,8.195,636.0,"[4, 8, 20, 24]","[40, 12, 1, 15]",C,18.0,58.82,2.45,0
14101048001,30.238095238095237,20.0571801654788,0.6633083204331572,21,21,1.0,0.0014855865156278,可口奶滋福氣袋(綜合口味),46.00.00,41.00.00,24.00.00,45264.0,"0,227777778",12.0,3772.00.00,PCS,388.00.00,0.3025449575840402,1.564,1.375,635.0,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 15]","[294, 68, 21, 4, 7, 5, 4, 1, 1, 1]",B,6.0,55.91,4.66,1
10033020001,30.095238095238095,25.333583958660014,0.8417804796390195,19,21,0.9047619047619048,0.0002003037952817,悅氏綠茶微甜Pet2000ml,36.00.00,24.00.00,32.00.00,27648.0,17.51,8.0,3456.00.00,PCS,77.00.00,0.7172747120881319,8.103,6.903,632.0,"[1, 2, 3, 4, 5, 6, 7, 8, 16, 17, 24, 30]","[13, 6, 6, 6, 1, 3, 1, 24, 11, 1, 5, 1]",C,16.0,62.52,7.82,0
14001045001,29.952380952380953,17.875894915992852,0.5968104820919712,21,21,1.0,0.0010849789250642,義美天然取向蘇打餅乾(紫菜),47.00.00,32.00.00,23.00,34592.0,03.27,8.0,4324.00.00,PCS,356.00.00,0.3245612573123781,1.767,1.967,629.0,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 16]","[247, 58, 21, 13, 4, 4, 2, 1, 1, 2, 3]",B,7.0,52.83,6.6,1
12201149001,29.714285714285715,74.32438553876032,2.501301436400588,6,21,0.2857142857142857,6.676793418591842e-05,,,,,,,,,,,,,,,,,,,124.85,,2
10030023001,29.666666666666668,29.86190438222809,1.006581046591958,21,21,1.0,0.0010015190346166,原萃冷萃平安超值組 450ml*12入組,27.00.00,20.00,20.00,10800.0,06.02,1.0,10800.0,PCS,397.00.00,0.2986350227496208,01.52,1.294,623.0,"[1, 2, 3, 4, 8]","[296, 87, 3, 12, 12]",B,5.0,67.89,67.89,0
14001090001,29.571428571428573,15.07505034343643,0.5097843111307006,21,21,1.0,0.0006176033639349,天然屋胡椒亞麻仁蘇打餅,61.00.00,33.00.00,29.00.00,58377.0,05.18,12.0,4864.08.00,PCS,256.00.00,0.4271562140630989,2.317,1.324,621.0,"[1, 2, 3, 4, 6, 8, 10, 12]","[18, 219, 1, 18, 6, 4, 1, 1]",B,6.0,48.87,4.07,0
10040071001,29.52380952380953,36.12148813050073,1.2234697592588957,13,21,0.6190476190476191,1.6691983546479605e-05,家福鹼性離子水850ml,40.00.00,32.00.00,25.00.00,32000.0,18.04,20.0,1600.00.00,PCS,23.00,0.8749620839652672,22.963,07.24,620.0,"[20, 40]","[23, 4]",C,35.0,75.76,3.79,2
14011034001,29.47619047619047,15.97378805299184,0.5419217271612741,21,21,1.0,0.0012852827785536,鴻津玉米濃湯捲,45.00.00,30.00.00,30.00.00,40500.0,02.08,10.0,4050.00.00,PCS,368.00.00,0.3113181446975884,1.642,1.731,619.0,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12]","[273, 69, 11, 5, 5, 3, 1, 3, 1, 1, 5]",B,7.0,49.92,4.99,1
15021060001,29.428571428571427,26.89344051729237,0.9138547748594494,18,21,0.8571428571428571,0.0001168438830063,極品限定蘋果牛乳200ml,35.00.00,20.00,09.00,6300.00.00,05.03,24.0,262.05.00,PCS,42.00.00,0.8112064798920018,14.045,10.508,618.0,"[6, 12, 18, 24, 48]","[20, 10, 1, 11, 2]",C,26.0,63.85,2.66,0
10002035001,29.38095238095238,18.2276608221576,0.6203904007541484,21,21,1.0,0.0009013671078719,維大力汽水2L,34.00.00,23.00,31.00.00,24242.0,13.44,6.0,4040.03.00,PCS,185.00.00,0.5247245879235346,3.148,4.808,617.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 15, 24, 26, 48]","[108, 28, 12, 2, 4, 28, 1, 1, 1, 7, 1, 1, 1, 1]",C,9.0,52.71,8.78,0
14022019001,29.333333333333332,17.3733512407173,0.5922733377517262,21,21,1.0,0.0012352067278698,華元蚵仔煎洋芋片,57.00.00,28.00.00,25.00.00,39900.0,"0,0875",10.0,3990.00.00,PCS,313.00.00,0.3679205346577557,"0,103472222",1.809,616.0,"[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12]","[195, 81, 20, 8, 7, 4, 3, 1, 4, 1, 2]",B,7.0,51.57,5.16,1
14353019001,29.19047619047619,16.597045061151842,0.5685774001373388,21,21,1.0,0.0001669198391027,桂格即沖即食大燕麥片1100g,48.00.00,34.00.00,22.00,35904.0,8.956,6.0,5984.00.00,PCS,151.00.00,0.5777770370493825,"0,186111111",4.034,613.0,"[1, 2, 3, 4, 6, 7, 10, 12, 18, 30]","[70, 15, 9, 4, 38, 10, 1, 8, 2, 1]",C,9.0,50.43,8.4,0
12123063001,29.142857142857142,75.46143764485653,2.5893630564411554,14,21,0.6666666666666666,0.0001669198391027,蘇菲超熟睡夜用28-細緻棉柔,46.00.00,58.00.00,45.00.00,120060.0,09.39,48.0,2501.03.00,PCS,52.00.00,0.7792636789386843,11.547,47.632,612.0,"[3, 6, 9, 12, 18, 351]","[32, 11, 5, 3, 1, 1]",C,62.0,125.73,2.62,2
10030018001,29.142857142857142,24.31724843456947,0.8344153874607172,20,21,0.9523809523809524,0.000350531656295,悅氏黑烏龍茶 2000ml,38.00.00,21.00,31.00.00,24738.0,"0,758333333",8.0,3092.03.00,PCS,79.00.00,0.71308811519808,6.876,6.292,612.0,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 15, 16, 24]","[20, 11, 4, 2, 5, 5, 1, 26, 1, 2, 6, 6]",C,15.0,60.27,7.53,0
12201051001,29.047619047619047,22.339373738930533,0.7690604074058053,18,21,0.8571428571428571,0.0001168438830063,春風經濟包抽取衛生紙,20.00,10.00,08.00,1785.00.00,00.02,1.0,1785.00.00,PCS,38.00.00,0.8212929784503592,14.524,5.038,610.0,"[10, 20]","[23, 19]",C,22.0,57.64,57.64,0
10020036001,28.952380952380953,30.010791709776985,1.0365569505021657,17,21,0.8095238095238095,0.0001001518976408,咖啡廣場奶香特調咖啡Pet600ml,41.00.00,27.00.00,24.00.00,26568.0,16.17,24.0,1107.00.00,PCS,39.00.00,0.8172730454492425,13.818,14.753,608.0,"[4, 8, 12, 16, 24, 44, 48, 72]","[16, 13, 1, 3, 7, 1, 2, 1]",C,31.0,67.37,2.81,0
10001015001,28.761904761904763,31.739415183498203,1.1035227133335468,19,21,0.9047619047619048,0.0002670717367436,雪碧汽水600ml,45.00.00,30.00.00,24.00.00,32400.0,15.06,24.0,1350.00.00,PCS,62.00.00,0.7545240912651456,9.015,9.556,604.0,"[4, 8, 16, 24, 48]","[41, 13, 3, 8, 2]",C,20.0,69.39,2.89,0
10033038001,28.714285714285715,24.286092434030753,0.8457843136229615,20,21,0.9523809523809524,0.0001669198391027,御茶園冰釀綠茶微甜Pet1250ml,35.00.00,27.00.00,31.00.00,29295.0,16.57,12.0,2441.03.00,PCS,73.00.00,0.7283211946467559,08.04,7.231,603.0,"[1, 2, 3, 4, 5, 6, 12, 16, 18, 21, 24, 30]","[12, 12, 7, 6, 1, 5, 22, 1, 2, 1, 5, 1]",C,16.0,59.8,4.98,0
14010071001,28.285714285714285,20.703001852733475,0.7319243079249209,21,21,1.0,0.0017192743252962,寶卡卡量販包,61.00.00,47.00.00,38.00.00,108946.0,03.05,12.0,9078.08.00,PCS,366.00.00,0.3125381243645939,1.588,1.568,594.0,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 12]","[281, 54, 15, 6, 3, 6, 3, 2, 1, 3]",B,6.0,54.79,4.57,1
14500037001,28.238095238095237,13.24728184158834,0.4691280247442752,21,21,1.0,0.0019529620185494,韓式小雞麵(雞汁味)30g x24,41.00.00,37.00.00,38.00.00,57646.0,"0,307638889",6.0,9607.07.00,PCS,475.00.00,0.2449459175680405,1.233,1.288,593.0,"[1, 2, 3, 14, 25]","[405, 73, 1, 1, 1]",B,5.0,45.19,7.53,1
10041039001,28.0,30.01333037168651,1.0719046561316612,21,21,1.0,0.0002003037952817,味丹多喝水MORE氣泡水Pet560ml,42.00.00,28.00.00,24.00.00,28224.0,14.06,24.0,1176.00.00,PCS,54.00.00,0.7746337561040649,10.691,10.668,588.0,"[4, 8, 16, 24, 48]","[29, 12, 1, 11, 2]",C,22.0,66.42,2.77,0
10040082001,28.0,48.7934421823261,1.742622935083075,7,21,0.3333333333333333,3.338396709295921e-05,家樂福天然水 1500 ml,36.00.00,28.00.00,31.00.00,31248.0,19.13,12.0,2604.00.00,PCS,31.00.00,0.8437126047899202,18.375,6.084,588.0,"[12, 24]","[15, 17]",C,26.0,90.46,7.54,2
10041034001,28.0,27.2176413379264,0.972058619211657,18,21,0.8571428571428571,0.0002003037952817,泰山奇而思Cheers檸檬氣泡水590ml,43.00.00,29.00.00,24.00.00,29928.0,16.00,24.0,1247.00.00,PCS,46.00.00,0.7950200829986167,11.094,11.836,588.0,"[4, 8, 16, 20, 24, 32, 44, 48]","[32, 6, 2, 2, 7, 1, 1, 2]",C,26.0,62.84,2.62,0
10030045001,28.0,31.5974682530104,1.1284810090360855,18,21,0.8571428571428571,0.0002670717367436,茶之初烏龍茶 535ml,42.00.00,28.00.00,23.00,27048.0,14.24,24.0,1127.00.00,PCS,60.00.00,0.7602439959334011,9.188,9.553,588.0,"[4, 8, 12, 16, 24, 28, 40, 48]","[41, 8, 3, 1, 8, 1, 1, 1]",C,20.0,68.44,2.85,0
10033044001,27.952380952380953,19.179353978891445,0.6861438391085526,21,21,1.0,0.0004339915758464,悅氏梅子綠茶微甜Pet2000ml,35.00.00,23.00,31.00.00,24955.0,"0,754861111",8.0,3119.04.00,PCS,121.00.00,0.6234296095065083,4.586,5.306,587.0,"[1, 2, 3, 4, 6, 7, 8, 16, 24, 30]","[49, 18, 16, 2, 3, 2, 29, 5, 3, 1]",C,11.0,52.5,6.56,0
11103022001,27.80952380952381,21.604673215809232,0.7768803724862908,21,21,1.0,0.000667679356411,妙管家有酵洗衣精補充包-抗菌,41.00.00,29.00.00,32.00.00,38048.0,13.01,6.0,6341.03.00,PCS,164.00.00,0.5583940267662205,3.518,4.703,584.0,"[2, 4, 6, 60]","[103, 27, 35, 1]",C,9.0,55.46,9.24,0
10030012001,27.761904761904763,22.65591481689663,0.8160792644165167,20,21,0.9523809523809524,0.0004506835539359,悅氏黃金烏龍茶無糖Pet2000ml,35.00.00,24.00.00,31.00.00,26040.0,17.06,8.0,3255.00.00,PCS,82.00.00,0.7058182363627273,6.337,6.061,583.0,"[1, 2, 3, 4, 5, 6, 7, 8, 12, 16, 24]","[20, 18, 8, 1, 3, 3, 2, 20, 3, 10, 4]",C,14.0,56.76,7.1,0
14805028001,27.714285714285715,18.636369971490847,0.6724463391775047,19,21,0.9047619047619048,0.0002837637148331,泰山綠豆椰果湯330g,42.00.00,28.00.00,13.00,15288.0,09.08,24.0,637.00.00,PCS,62.00.00,0.7565907234879419,9.094,4.898,582.0,"[6, 12, 18, 24]","[40, 19, 1, 4]",C,15.0,51.57,2.15,0
14502019001,27.61904761904762,27.505410723121717,0.9958855606647518,18,21,0.8571428571428571,0.0002503797586541,真爽麻辣鍋豬肉風味麵80g,37.00.00,32.00.00,14.00,16576.0,03.12,30.0,552.05.00,PCS,75.00.00,0.7248645855902401,7.436,6.583,580.0,"[5, 10, 35, 40]","[57, 18, 1, 2]",C,15.0,62.83,2.09,0
10040011001,27.61904761904762,31.289736640752015,1.1329042576824004,14,21,0.6666666666666666,0.0001001518976408,舒跑 鹼性離子水PET 850ml,36.00.00,29.00.00,25.00.00,26100.0,17.01,20.0,1305.00.00,PCS,20.00,0.889758504024933,29.00.00,10.208,580.0,"[20, 40]","[11, 9]",C,40.0,67.67,3.38,2
15021042001,27.428571428571427,50.50601095767852,1.8413649828320295,8,21,0.3809523809523809,1.6691983546479605e-05,愛之味純濃燕麥290ml,39.00.00,26.00.00,17.00,17238.0,08.25,24.0,718.03.00,PCS,22.00,0.8847219213013117,23.04,10.644,576.0,"[1, 23, 24, 48]","[3, 3, 17, 2]",C,38.0,92.08,3.84,2
14831013001,27.428571428571427,37.35314100389876,1.3618332657671426,19,21,0.9047619047619048,0.0004339915758464,紅鷹牌日式蒲燒鰻100g,32.00.00,23.00,17.00,12512.0,07.45,48.0,260.07.00,PCS,101.00.00,0.6651289145180914,5.647,10.531,576.0,"[3, 6, 9, 12, 33, 66, 84]","[76, 16, 5, 2, 1, 1, 1]",C,17.0,75.24,1.57,0
14000022001,27.142857142857142,19.370817520914585,0.7136616981389584,21,21,1.0,0.0009347510640509,旺旺仙貝,41.00.00,21.00,13.00,11193.0,"0,06875",10.0,1119.03.00,PCS,253.00.00,0.4330927817869702,2.201,2.393,570.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[146, 65, 16, 6, 4, 5, 3, 2, 1, 2, 2, 7]",B,9.0,51.94,5.19,0
14502054001,27.047619047619047,24.95290802787561,0.9225546982137108,19,21,0.9047619047619048,0.0005341434734873,味味一品原汁珍味爌肉(碗)190g,36.00.00,33.00.00,15.00,17820.0,02.39,8.0,2227.05.00,PCS,113.00.00,0.6405559907334878,4.336,03.03,568.0,"[2, 4, 6, 8, 12, 16]","[62, 30, 8, 27, 1, 3]",C,9.0,58.99,7.37,0
14000017001,27.0,13.601470508735444,0.5037581669902016,21,21,1.0,0.0010182110127061,紅麴物語(經濟包),60.00.00,34.00.00,29.00.00,59160.0,03.07,7.0,8451.04.00,PCS,358.00.00,0.3233746104231596,1.473,1.111,567.0,"[1, 2, 3, 4, 5, 6, 7, 9, 11]","[280, 74, 13, 6, 5, 4, 1, 1, 1]",B,5.0,44.41,6.34,1
14003041001,26.80952380952381,15.885902705288888,0.5925469925596211,21,21,1.0,0.0010515949688851,ACE原味營養餅乾,37.00.00,36.00.00,26.00.00,34632.0,05.15,18.0,1924.00.00,PCS,331.00.00,0.3486075232079465,1.661,1.414,563.0,"[1, 2, 3, 4, 5, 6, 10, 11, 12]","[219, 76, 25, 6, 6, 3, 1, 1, 2]",B,6.0,47.14,2.62,1
14501929001,26.666666666666668,9.916316520429012,0.3718618695160879,21,21,1.0,0.0003338396782055,真爽黑胡椒牛肉風味麵80g,37.00.00,32.00.00,14.00,16576.0,03.12,30.0,552.05.00,PCS,83.00.00,0.7044382593623439,6.588,2.342,560.0,"[5, 10]","[58, 27]",C,10.0,39.36,1.31,0
14104002001,26.666666666666668,12.982038874280626,0.4868264577855234,21,21,1.0,0.0016191224567592,義美煎餅-海苔,41.00.00,27.00.00,37.00.00,40959.0,"0,300694444",12.0,3413.03.00,PCS,341.00.00,0.3396510058165697,01.56,1.387,560.0,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13]","[258, 62, 20, 8, 2, 3, 1, 2, 1, 1, 1]",B,6.0,43.28,3.61,1
14244003001,26.61904761904762,14.409983311843876,0.5413410546488755,20,21,0.9523809523809524,0.0011350548593327,盛香珍小魚干花生,35.00.00,28.00.00,13.00,12740.0,01.03,10.0,1274.00.00,PCS,311.00.00,0.3689571840469325,1.758,1.365,559.0,"[1, 2, 3, 4, 5, 6, 8, 10, 12]","[176, 99, 25, 6, 4, 3, 2, 2, 1]",B,6.0,45.06,4.51,1
14620014001,26.61904761904762,23.42749707176631,0.8801027522488238,21,21,1.0,0.0009013671078719,龜甲萬甘醇醬油 1600ml,33.00.00,23.00,28.00.00,21252.0,12.21,6.0,3542.00.00,PCS,234.00.00,0.4629022849619173,2.218,3.301,559.0,"[1, 2, 3, 4, 5, 6, 9, 11, 12, 13, 16, 18, 22, 23, 27]","[161, 50, 10, 9, 3, 9, 1, 1, 2, 1, 1, 1, 1, 1, 1]",B,11.0,56.61,9.44,0
14501058001,26.285714285714285,17.846968530097367,0.6789607592971825,18,21,0.8571428571428571,0.000317147700116,滿漢大餐麻辣鍋牛肉(碗) 204g,49.00.00,33.00.00,08.00,12936.0,01.06,6.0,2156.00.00,PCS,75.00.00,0.7246145897568373,6.273,2.313,552.0,"[2, 4, 6, 8, 10, 12]","[6, 7, 63, 2, 1, 9]",C,10.0,49.13,8.19,0
12221012001,26.095238095238095,18.436118794108378,0.7064936034238612,21,21,1.0,0.0002336877660127,家樂福環保擦手紙200抽X5包,21.00,09.00,20.00,3780.00.00,01.00,1.0,3780.00.00,PCS,165.00.00,0.55510408159864,3.131,2.604,548.0,"[1, 2, 3, 4, 7, 8, 10, 12]","[64, 37, 6, 41, 2, 21, 1, 3]",C,7.0,49.69,49.69,0
11103090001,26.047619047619047,14.448100880310156,0.5546802897376842,21,21,1.0,0.000667679356411,妙管家有酵洗衣精補充包-中性,42.00.00,29.00.00,32.00.00,38976.0,12.08,6.0,6496.00.00,PCS,166.00.00,0.5523474608756521,3.022,"0,089583333",547.0,"[1, 2, 3, 4, 5, 6]","[13, 105, 3, 21, 3, 36]",C,6.0,44.54,7.42,0
14104129001,26.0,11.666190466471908,0.4486996333258425,21,21,1.0,0.0012518988223746,ㄋㄟㄋㄟ補給站牛奶餅,45.00.00,55.00.00,20.00,49500.0,"0,260416667",12.0,4125.00.00,PCS,414.00.00,0.2837752704121598,1.267,"0,550694444",546.0,"[1, 2, 3, 4, 5, 6, 12]","[351, 62, 13, 1, 2, 1, 1]",B,4.0,40.93,3.41,1
10012907001,26.0,33.85262175962151,1.3020239138315968,18,21,0.8571428571428571,0.0002003037952817,光泉果汁時刻100柳橙綜合果汁 200ml,33.00.00,16.00,13.00,6864.00.00,05.34,24.0,286.00.00,PCS,45.00.00,0.7977767037216046,"0,51875",15.205,546.0,"[6, 12, 18, 24, 48, 96]","[34, 2, 3, 5, 1, 1]",C,28.0,69.33,2.89,0
14010170001,25.904761904761905,21.64233065523388,0.8354576172057196,21,21,1.0,0.0011517468374222,可樂果古早味量販包,60.00.00,45.00.00,32.00.00,86400.0,04.09,12.0,7200.00.00,PCS,303.00.00,0.3771337144380927,1.727,1.787,544.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12]","[227, 50, 10, 6, 7, 4, 1, 3, 1, 4, 2]",B,7.0,53.61,4.47,1
14810012001,25.857142857142858,37.559666817326416,1.45258379956511,17,21,0.8095238095238095,0.0003004556929226,綠巨人天然特甜玉米粒198g,28.00.00,21.00,18.00,10584.0,06.44,24.0,441.00.00,PCS,92.00.00,0.6807819869668839,5.839,10.674,543.0,"[3, 6, 12, 24, 69, 81]","[59, 30, 1, 1, 1, 1]",C,17.0,73.93,3.08,2
14131075001,25.761904761904763,16.934889317337632,0.6573616925399081,21,21,1.0,0.0012352067278698,77巧菲斯夾心酥(牛奶口味)300G,55.00.00,29.00.00,24.00.00,38280.0,"0,213888889",12.0,3190.00.00,PCS,351.00.00,0.3315911401476642,1.462,"0,689583333",541.0,"[1, 2, 3, 4, 5, 6, 10]","[268, 66, 20, 6, 7, 2, 1]",B,5.0,47.44,3.95,1
14131027001,25.761904761904763,19.117805213739267,0.7420959509954244,21,21,1.0,0.0011684388155117,義美牛奶夾心酥經濟包,56.00.00,26.00.00,23.00,33488.0,"0,189583333",8.0,4186.00.00,PCS,305.00.00,0.3751070815486408,1.691,2.088,541.0,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 12, 30]","[225, 56, 15, 10, 3, 5, 2, 1, 1, 1, 1]",B,8.0,50.23,6.28,1
15022015001,25.714285714285715,23.171410956484408,0.9011104260855048,18,21,0.8571428571428571,0.0002003037952817,國農麥胚芽調味牛乳,36.00.00,24.00.00,13.00,11232.0,06.29,24.0,468.00.00,PCS,41.00.00,0.8138064365593907,12.857,09.33,540.0,"[6, 12, 18, 24, 48]","[22, 7, 2, 10, 1]",C,23.0,55.37,2.31,0
14010247001,25.714285714285715,12.992855179454812,0.5052777014232427,21,21,1.0,0.0012185147497802,小王子麵-原味(減鹽),34.00.00,29.00.00,16.00,15776.0,02.58,6.0,2629.03.00,PCS,333.00.00,0.3463975600406659,1.543,1.193,540.0,"[1, 2, 3, 4, 5, 6, 7, 8, 10]","[247, 66, 17, 8, 5, 2, 1, 3, 1]",B,5.0,42.35,7.06,1
12201124001,25.714285714285715,19.123657749350297,0.7436978013636226,18,21,0.8571428571428571,0.0001168438830063,舒潔歡樂炫彩抽取衛生紙120抽,20.00,10.00,08.00,1785.00.00,00.02,1.0,1785.00.00,PCS,38.00.00,0.8214196430059499,14.211,5.004,540.0,"[10, 20]","[22, 16]",C,20.0,50.19,50.19,0
14502029001,25.571428571428573,18.189478905596577,0.7113204041294751,20,21,0.9523809523809524,0.0004506835539359,台酒花雕東坡肉麵(包)200g,35.00.00,30.00.00,13.00,13650.0,03.01,12.0,1137.05.00,PCS,105.00.00,0.6582823619606339,4.972,3.959,537.0,"[3, 6, 12, 24]","[75, 18, 13, 2]",C,10.0,48.85,4.07,0
10033049001,25.52380952380953,26.4662408505988,1.0369236154152517,18,21,0.8571428571428571,0.000317147700116,悅氏健茶到油切綠無糖Pet 2000ml,35.00.00,23.00,31.00.00,24955.0,17.16,8.0,3119.04.00,PCS,89.00.00,0.6892018466358893,5.702,5.967,536.0,"[1, 2, 3, 4, 5, 6, 8, 11, 16, 18, 22, 24]","[29, 16, 4, 6, 2, 3, 20, 1, 8, 1, 1, 3]",C,13.0,59.4,7.42,0
15021047001,25.428571428571427,38.78733224723174,1.525344526576529,12,21,0.5714285714285714,8.345991955138743e-05,愛之味純濃燕麥-天然原味TPA250ml,42.00.00,17.00,14.00,9996.00.00,"0,304166667",24.0,416.05.00,PCS,29.00.00,0.8543924267928867,16.688,11.067,534.0,"[6, 12, 18, 24, 36, 48]","[12, 5, 1, 11, 2, 1]",C,30.0,75.08,3.13,2
