item_code,mean_demand,std_demand,cv_demand,nonzero_periods,T,demand_frequency,max_affinity,item_name,box_length,box_width,box_height,box_volume,box_weight,number_of_item_in_a_box,item_volume,item_unit,item_order_frequency,item_relative_importance,item_quantity_order_mean,item_quantity_order_std,item_quantity_order_total,item_quantity_order_unique,item_quantity_order_unique_frequency,item_class,item_initial_quantity_inventory,initial_unit_inventory,initial_box_inventory,cluster
14023028001,88.19047619047619,44.56525445638009,0.5053295591706166,21,21,1.0,0.0020698059815913,樂事組合包,57.00.00,39.00.00,41.00.00,91143.0,"0,167361111",12.0,7595.03.00,PCS,899.00.00,0.0803686605223246,1.929,02.05,1852.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 15]","[636, 166, 52, 25, 24, 13, 8, 5, 5, 12, 2, 11, 1]",A,16.0,145.23,12.1,1
10002006001,88.0,74.51577014297041,0.8467701152610274,21,21,1.0,0.0012185147497802,蘋果西打2L,34.00.00,23.00,31.00.00,24242.0,13.37,6.0,4040.03.00,PCS,422.00.00,0.2767887201879969,4.268,6.462,1848.0,"[1, 2, 3, 4, 6, 7, 12, 18, 22, 24, 36, 48]","[188, 95, 39, 1, 52, 1, 29, 11, 4, 9, 1, 3]",B,21.0,183.38,30.56,1
14501021001,87.42857142857143,93.65712542490904,1.071241630677064,13,21,0.6190476190476191,0.000350531656295,味王原汁牛肉包麵75g(特規),30.00.00,16.00,14.00,6720.00.00,01.01,12.0,560.00.00,PCS,115.00.00,0.6356327394543424,15.965,5.669,1836.0,"[12, 24]","[77, 38]",C,22.0,207.31,17.28,2
10034020001,86.85714285714286,81.11367684569953,0.9338745689471984,20,21,0.9523809523809524,0.0001168438830063,飛想茶檸檬紅茶300ml,27.00.00,21.00,13.00,7371.00.00,"0,275694444",18.0,409.05.00,PCS,89.00.00,0.689498508358194,18.424,11.977,1824.0,"[6, 12, 18, 24, 36, 48, 84]","[25, 7, 47, 3, 15, 1, 1]",C,33.0,190.68,10.59,0
14804004001,86.85714285714286,48.13552296826712,0.5541918762793911,21,21,1.0,0.0005341434734873,泰山黑八寶 340g,41.00.00,28.00.00,13.00,14924.0,09.08,24.0,621.08.00,PCS,175.00.00,0.5420942984283595,10.364,7.629,1824.0,"[6, 12, 18, 24, 48, 60]","[110, 35, 10, 19, 1, 1]",C,19.0,148.47,6.19,0
14020026001,86.71428571428571,51.68088897952787,0.5959904824657251,21,21,1.0,0.0020531138870865,卡迪那95度C 北海道薯條-鹽味,42.00.00,22.00,13.00,12012.0,02.11,12.0,1001.00.00,PCS,881.00.00,0.0833052782453625,02.01,1.941,1821.0,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 15]","[537, 187, 69, 38, 27, 14, 6, 7, 7, 7, 6, 1]",A,15.0,152.87,12.74,1
10032055001,86.57142857142857,60.93978292426995,0.7039248852638443,20,21,0.9523809523809524,0.0003004556929226,光泉午后時光重乳奶茶330ml,35.00.00,20.00,14.00,9800.00.00,08.07,24.0,408.03.00,PCS,125.00.00,0.615219746337561,13.773,10.889,1818.0,"[6, 12, 18, 24, 36, 48]","[72, 17, 3, 31, 4, 5]",C,26.0,164.57,6.86,0
10035017001,86.0952380952381,55.3768044960205,0.643204034522362,21,21,1.0,0.0003672236343845,悅氏六茶 550ml,42.00.00,28.00.00,24.00.00,28224.0,14.06,24.0,1176.00.00,PCS,141.00.00,0.592316794720088,11.974,8.878,1808.0,"[4, 8, 12, 16, 20, 24, 28, 32, 40, 48, 56]","[12, 93, 5, 19, 2, 13, 1, 1, 1, 3, 1]",C,23.0,156.98,6.54,0
14501047001,85.23809523809524,70.98373388453496,0.832770062332533,21,21,1.0,0.0009514430421404,味味A香辣牛肉麵(袋) 83g,40.00.00,31.00.00,14.00,17360.0,03.28,30.0,578.07.00,PCS,159.00.00,0.5669672172130464,10.848,10.941,1790.0,"[5, 10, 15, 20, 25, 30, 60]","[103, 31, 2, 2, 1, 23, 3]",C,23.0,176.1,5.87,0
10013012001,84.57142857142857,51.40094496074117,0.6077814437925476,21,21,1.0,0.0005675274296663,義美寶吉純果汁葡萄TP125ml,27.00.00,16.00,09.00,3888.00.00,03.41,24.0,162.00.00,PCS,143.00.00,0.5885335244412593,12.248,9.107,1776.0,"[6, 12, 18, 24, 36, 42, 48]","[84, 21, 3, 33, 1, 1, 2]",C,22.0,150.36,6.26,0
14505138001,84.14285714285714,68.8464129162048,0.8182086424676293,21,21,1.0,0.0017860422376543,拉麵道-日式豚骨(杯)73G,42.00.00,34.00.00,13.00,18564.0,"0,086111111",12.0,1547.00.00,PCS,285.00.00,0.3976133731104481,5.645,4.689,1767.0,"[1, 2, 3, 6, 9, 12, 15, 18, 24, 33]","[1, 1, 187, 66, 8, 37, 2, 2, 8, 1]",B,19.0,172.27,14.36,1
10012004001,84.0952380952381,114.20022099886882,1.357986772919731,20,21,0.9523809523809524,0.0004840675101149,美粒果柳橙汁Pet1250ml,36.00.00,27.00.00,30.00.00,29160.0,16.02,12.0,2430.00.00,PCS,147.00.00,0.5832236129397843,11.695,9.738,1766.0,"[1, 2, 3, 4, 5, 6, 9, 11, 12, 15, 24, 26]","[17, 27, 8, 5, 2, 12, 1, 1, 30, 1, 24, 23]",C,23.0,230.27,19.19,0
12220012001,84.0952380952381,38.50052566122281,0.4578205203203165,21,21,1.0,0.0008846751297824,舒潔家用紙巾 -貼心巧撕,31.00.00,21.00,22.00,14322.0,01.00,1.0,14322.0,PCS,362.00.00,0.3173880435326078,3.283,04.00,1766.0,"[1, 2, 3, 4, 5, 6, 8, 10, 12, 14, 16, 18, 22, 24, 28, 36]","[63, 332, 25, 57, 2, 18, 4, 8, 15, 1, 1, 1, 1, 8, 1, 1]",B,16.0,133.38,133.38,1
14504015001,83.80952380952381,52.88914732496549,0.6310636896728837,21,21,1.0,0.000634295400232,隨緣素肉骨茶麵(袋) 90g,40.00.00,31.00.00,13.00,16120.0,03.44,30.0,537.03.00,PCS,201.00.00,0.506541557640706,8.341,8.666,1760.0,"[5, 10, 15, 20, 25, 30, 60]","[155, 36, 2, 3, 1, 11, 3]",C,18.0,151.51,5.05,0
10030011001,83.80952380952381,73.08598979805846,0.8720487419086521,20,21,0.9523809523809524,0.0005341434734873,御茶園金萱烏龍PET550ml,40.00.00,27.00.00,24.00.00,25920.0,14.55,24.0,1080.00.00,PCS,148.00.00,0.5812569790503491,11.282,11.535,1760.0,"[4, 8, 12, 16, 20, 24, 32, 44, 48]","[91, 19, 1, 5, 1, 28, 4, 1, 6]",C,24.0,177.36,7.39,0
15021003001,83.42857142857143,117.12923265716866,1.4039462818496242,20,21,0.9523809523809524,0.0002503797586541,福樂香蕉牛乳,32.00.00,18.00,12.00,6912.00.00,05.33,24.0,288.00.00,PCS,72.00.00,0.7316978050365828,22.177,16.258,1752.0,"[6, 12, 18, 24, 30, 36, 42, 48, 66, 72]","[24, 9, 5, 23, 1, 2, 1, 12, 1, 1]",C,42.0,233.35,9.72,0
10034024001,83.14285714285714,65.12932190210928,0.7833423596473625,18,21,0.8571428571428571,0.0003004556929226,波爾茶檸檬口味 320ml,41.00.00,27.00.00,12.00,13284.0,08.05,24.0,553.05.00,PCS,100.00.00,0.6654622422959617,16.629,9.312,1746.0,"[6, 12, 18, 24, 36, 48, 72]","[3, 69, 2, 26, 2, 2, 1]",C,28.0,166.51,6.94,0
10030046001,82.85714285714286,62.25294026332067,0.7513285893849045,20,21,0.9523809523809524,0.0003672236343845,冷泡茶茶王烏龍585ml,43.00.00,28.00.00,24.00.00,28896.0,15.24,24.0,1204.00.00,PCS,102.00.00,0.6624289595173414,16.893,14.279,1740.0,"[4, 8, 16, 20, 24, 48, 72]","[36, 15, 4, 1, 37, 9, 1]",C,32.0,162.54,6.77,0
10040009001,82.28571428571429,53.029371915140445,0.6444541725798317,19,21,0.9047619047619048,0.0002003037952817,味丹多喝水1500ml,37.00.00,28.00.00,32.00.00,33152.0,19.27,12.0,2762.07.00,PCS,92.00.00,0.6783286945217579,18.00,6.031,1728.0,"[12, 24]","[48, 48]",C,26.0,150.16,12.51,0
10000010001,80.76190476190476,65.08218247869746,0.8058524953140606,21,21,1.0,0.0001836118171922,可口可樂 Zero 2L,34.00.00,23.00,31.00.00,24242.0,12.52,6.0,4040.03.00,PCS,181.00.00,0.532021132981117,8.974,9.266,1696.0,"[1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 14, 18, 19, 24, 28, 30, 36, 60, 72]","[33, 14, 9, 4, 4, 52, 1, 2, 1, 34, 1, 23, 1, 1, 1, 5, 1, 1, 1]",C,19.0,164.07,27.34,0
10030008001,80.0,59.43736198722147,0.7429670248402684,18,21,0.8571428571428571,0.0001669198391027,原萃冷萃金萱烏龍 450ml,40.00.00,27.00.00,19.00,20520.0,12.05,24.0,855.00.00,PCS,60.00.00,0.7600439992666789,27.097,8.111,1680.0,"[24, 48]","[54, 8]",C,37.0,156.08,6.5,0
14501012001,79.33333333333333,43.874062193206285,0.5530343973933566,21,21,1.0,0.0019195780623704,滿漢大餐蔥燒牛肉(碗) 192g,50.00.00,36.00.00,15.00,27000.0,03.00,12.0,2250.00.00,PCS,572.00.00,0.1814169763837269,2.892,1.266,1666.0,"[2, 4, 10, 12, 18]","[333, 240, 1, 1, 1]",A,12.0,135.49,11.29,1
10033010001,79.33333333333333,63.428962890254894,0.7995247423141374,20,21,0.9523809523809524,0.0008345991955138,黑松茶花綠茶 1230ml,35.00.00,26.00.00,31.00.00,28210.0,16.27,12.0,2350.08.00,PCS,121.00.00,0.623026282895285,13.118,9.459,1666.0,"[1, 2, 3, 4, 5, 6, 11, 12, 13, 16, 24, 29, 30, 32]","[16, 10, 4, 3, 1, 10, 1, 38, 1, 4, 30, 1, 4, 4]",C,24.0,160.52,13.38,0
10040039001,78.95238095238095,57.26995389423339,0.7253733605421601,21,21,1.0,0.0015189704718068,家樂福超值純水6000ml,36.00.00,18.00,35.00.00,22680.0,11.15,2.0,11340.0,PCS,422.00.00,0.2781953634106098,3.865,2.642,1658.0,"[2, 4, 6, 12, 18, 20]","[136, 265, 12, 6, 9, 1]",B,11.0,152.26,76.13,1
12210024001,77.85714285714286,94.38712079213228,1.212311643201699,15,21,0.7142857142857143,0.0001168438830063,五月花親肌感盒裝面紙,21.00,10.00,08.00,1785.00.00,00.02,1.0,1785.00.00,PCS,48.00.00,0.7891768470525491,31.442,26.519,1635.0,"[5, 10, 15, 25, 35, 40, 50, 55, 100]","[16, 6, 2, 2, 2, 1, 19, 1, 3]",C,62.0,198.67,198.67,2
14502015001,77.57142857142857,41.702004062840224,0.5375948958377192,20,21,0.9523809523809524,0.0015690464060753,統一阿Q蒜香珍肉(碗)106g,43.00.00,28.00.00,23.00,27692.0,02.05,12.0,2307.07.00,PCS,251.00.00,0.4339294345094248,6.439,5.891,1629.0,"[3, 6, 9, 12, 18, 24]","[155, 38, 2, 39, 1, 18]",B,22.0,130.95,10.91,1
14500003001,77.38095238095238,112.17864154573998,1.4496932138218706,13,21,0.6190476190476191,0.000383915612474,味王麻油雞湯麵(包) 90g,37.00.00,31.00.00,14.00,16058.0,03.44,30.0,535.03.00,PCS,114.00.00,0.6379160347327545,13.00,13.335,1625.0,"[5, 10, 20, 25, 30, 40, 55, 60]","[65, 31, 4, 3, 15, 1, 3, 3]",C,29.0,220.97,7.37,2
10021017001,77.33333333333333,56.21862087719098,0.7269649251360903,19,21,0.9047619047619048,0.0003004556929226,寶礦力水得Pet580ml,40.00.00,28.00.00,23.00,25760.0,16.08,24.0,1073.03.00,PCS,86.00.00,0.6965217246379227,18.455,13.238,1624.0,"[4, 8, 12, 16, 24, 32, 36, 48]","[22, 15, 2, 1, 37, 1, 2, 8]",C,33.0,149.29,6.22,0
10040081001,77.14285714285714,56.86676156973044,0.7371617240520614,20,21,0.9523809523809524,0.0003338396782055,統一H2O純水1500ml,36.00.00,27.00.00,30.00.00,29160.0,19.09,12.0,2430.00.00,PCS,86.00.00,0.6976683721937967,18.202,6.031,1620.0,"[12, 24]","[43, 46]",C,26.0,149.93,12.49,0
14500023001,76.95238095238095,61.71100079440957,0.8019375103233917,21,21,1.0,0.0012518988223746,統一大補帖當歸鴨細麵(碗)102g,43.00.00,29.00.00,18.00,22446.0,03.00,12.0,1870.05.00,PCS,248.00.00,0.4372593790103498,5.553,5.954,1616.0,"[2, 4, 6, 8, 10, 12, 14, 18, 20, 22, 24, 34, 36]","[155, 60, 5, 4, 9, 34, 6, 2, 3, 4, 7, 1, 1]",B,22.0,155.94,13.0,1
14805004001,76.85714285714286,65.2213812444092,0.8486053321763278,21,21,1.0,0.0006176033639349,愛之味妞妞珍珠圓 260g,41.00.00,28.00.00,10.00,11480.0,08.06,24.0,478.03.00,PCS,149.00.00,0.580763653939101,10.151,8.376,1614.0,"[6, 12, 18, 24, 30, 36, 48]","[118, 11, 6, 17, 3, 2, 2]",C,20.0,160.34,6.68,0
10033034001,75.9047619047619,48.19741150923436,0.6349721717025857,20,21,0.9523809523809524,8.345991955138743e-05,茶裏王日式綠茶無糖Pet1250 ml,35.00.00,27.00.00,31.00.00,29295.0,16.00,12.0,2441.03.00,PCS,90.00.00,0.6847185880235329,17.516,6.807,1594.0,"[4, 6, 12, 24, 30]","[1, 5, 41, 42, 2]",C,25.0,137.6,11.47,0
14504027001,75.47619047619048,51.06135431774117,0.6765226755031952,21,21,1.0,0.0004840675101149,隨緣韓式泡菜湯麵(包)75g,40.00.00,31.00.00,13.00,16120.0,"0,149305556",30.0,537.03.00,PCS,172.00.00,0.5467175547074216,8.855,9.596,1585.0,"[5, 10, 15, 20, 30, 35, 45, 55, 60]","[129, 32, 1, 1, 11, 1, 1, 1, 2]",C,20.0,140.83,4.69,0
10011023001,75.42857142857143,41.50731432961114,0.5502863642183295,21,21,1.0,0.0005675274296663,義美寶吉純果汁蘋果TP125ml,27.00.00,16.00,09.00,3888.00.00,03.41,24.0,162.00.00,PCS,119.00.00,0.6274428759520675,12.878,9.524,1584.0,"[6, 12, 18, 24, 48]","[68, 17, 2, 33, 3]",C,24.0,128.56,5.36,0
14023104001,73.85714285714286,42.53032531533907,0.5758457973063317,21,21,1.0,0.0021198817994445,樂事大波浪組合包,59.00.00,39.00.00,38.00.00,87438.0,03.36,12.0,7286.05.00,PCS,847.00.00,0.0890285161913968,1.739,1.764,1551.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 17]","[608, 168, 47, 20, 14, 9, 3, 5, 3, 5, 1, 8, 1]",A,14.0,128.3,10.69,1
14820013001,73.85714285714286,31.082608825974873,0.4208477017056559,21,21,1.0,0.0014188186032697,愛之味壺底蔭瓜140g,36.00.00,25.00.00,18.00,16200.0,"0,610416667",48.0,337.05.00,PCS,316.00.00,0.3647839202679955,4.847,3.324,1551.0,"[3, 6, 9, 12, 27, 30]","[209, 61, 25, 23, 1, 1]",B,14.0,113.64,2.37,1
12200017001,73.71428571428571,73.61055824889718,0.9985928444617836,20,21,0.9523809523809524,0.0001502278464613,情人平版衛生紙,18.00,10.00,08.00,1454.00.00,00.02,1.0,1453.05.00,PCS,58.00.00,0.7669705504908252,25.377,21.365,1548.0,"[6, 12, 18, 24, 36, 48, 54, 72]","[16, 16, 3, 1, 16, 1, 1, 7]",C,49.0,167.94,167.94,0
15023005001,73.71428571428571,66.41170292737785,0.9009339544411724,18,21,0.8571428571428571,0.0001836118171922,義美低糖黑豆奶,34.00.00,20.00,11.00,7480.00.00,"0,302083333",24.0,311.07.00,PCS,59.00.00,0.7661972300461659,24.968,21.044,1548.0,"[6, 12, 18, 24, 42, 48, 72, 114, 120]","[13, 4, 1, 36, 1, 4, 1, 1, 1]",C,49.0,158.72,6.61,0
12201030001,73.33333333333333,116.84747893443544,1.5933747127423017,8,21,0.3809523809523809,0.0001168438830063,舒潔萬用輕巧包衛生紙,20.00,10.00,08.00,1615.00.00,00.02,1.0,1615.00.00,PCS,51.00.00,0.7818503024949585,30.196,10.098,1540.0,"[20, 40]","[25, 26]",C,41.0,222.9,222.9,2
14112013001,72.85714285714286,49.72653789907931,0.6825211084187356,21,21,1.0,0.0020531138870865,義美巧克力小泡芙 (三入),40.00.00,28.00.00,31.00.00,34720.0,03.33,10.0,3472.00.00,PCS,870.00.00,0.0862052299128347,1.737,2.003,1530.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 20, 30]","[606, 167, 44, 24, 7, 9, 3, 2, 3, 4, 1, 9, 1, 1]",A,15.0,136.51,13.65,1
10000012001,72.38095238095238,53.41018272808678,0.7379038403222516,19,21,0.9047619047619048,0.000317147700116,可口可樂Pet 600ml,45.00.00,30.00.00,25.00.00,33750.0,"0,686111111",24.0,1406.03.00,PCS,118.00.00,0.6286295228412859,12.459,12.095,1520.0,"[4, 8, 12, 16, 20, 24, 32, 40, 48, 52]","[55, 24, 7, 3, 3, 21, 1, 1, 6, 1]",C,26.0,140.75,5.86,0
10002012001,72.28571428571429,106.70011380366137,1.4760885308806906,15,21,0.7142857142857143,0.0001502278464613,維他露P 330 ml,41.00.00,27.00.00,13.00,14391.0,"0,3875",24.0,599.06.00,PCS,66.00.00,0.7443709271512141,19.714,19.218,1518.0,"[6, 12, 18, 24, 42, 48, 84]","[32, 10, 2, 23, 1, 5, 4]",C,43.0,208.86,8.7,2
14820014001,71.85714285714286,39.838782253334145,0.5544164528296998,21,21,1.0,0.0009514430421404,愛之味青脆菜心180g,42.00.00,29.00.00,19.00,23142.0,17.06,48.0,482.01.00,PCS,339.00.00,0.3430442825952901,4.374,2.883,1509.0,"[3, 6, 9, 12, 33]","[251, 54, 23, 16, 1]",B,12.0,122.85,2.56,1
10014113001,71.71428571428571,43.327985017933685,0.6041750898915056,20,21,0.9523809523809524,0.0001502278464613,崇德發減糖黑麥汁Can 330ml,41.00.00,28.00.00,12.00,13776.0,08.07,24.0,574.00.00,PCS,89.00.00,0.6883118614689755,15.853,11.706,1506.0,"[6, 12, 18, 24, 30, 36, 42, 48]","[39, 19, 3, 25, 1, 1, 2, 5]",C,30.0,127.17,5.3,0
12201101001,71.42857142857143,54.79103159146707,0.7670744422805389,20,21,0.9523809523809524,0.0001168438830063,唯潔雅潔淨柔感抽取式衛生紙,60.00.00,49.00.00,39.00.00,114660.0,11.02,72.0,1592.05.00,PCS,82.00.00,0.7063648939184347,17.045,8.673,1500.0,"[12, 24, 60]","[57, 29, 2]",C,28.0,141.56,1.97,0
10041002001,71.28571428571429,50.56791755366525,0.7093695849211556,20,21,0.9523809523809524,8.345991955138743e-05,Perrier 汽泡礦泉水330ml,42.00.00,28.00.00,19.00,22344.0,"0,588888889",24.0,931.00.00,PCS,61.00.00,0.7578140364327262,"0,858333333",16.179,1497.0,"[1, 3, 4, 8, 12, 20, 21, 24, 28, 36, 44, 48]","[1, 1, 21, 8, 5, 6, 1, 13, 2, 3, 1, 13]",C,42.0,136.01,5.67,0
10035012001,71.23809523809524,42.719907258682994,0.5996778425349886,21,21,1.0,0.0002336877660127,味丹青草茶Pet560ml,41.00.00,28.00.00,25.00.00,28700.0,16.49,24.0,1195.08.00,PCS,91.00.00,0.6816953050782487,14.524,12.686,1496.0,"[4, 8, 12, 16, 20, 24, 44, 48]","[43, 11, 5, 7, 3, 26, 1, 7]",C,30.0,125.92,5.25,0
14510039001,70.95238095238095,23.77703974525885,0.3351126407049905,21,21,1.0,0.0010682869469746,天生好米優質九號米3kg,35.00.00,24.00.00,05.00,4288.00.00,03.00,1.0,4287.05.00,PCS,535.00.00,0.2017733037782703,2.699,1.432,1490.0,"[1, 2, 3, 4, 5, 6, 8, 10]","[21, 391, 10, 62, 5, 61, 1, 1]",B,7.0,101.39,101.39,1
10033014001,70.47619047619048,55.24456448160221,0.7838755771038151,21,21,1.0,0.0002837637148331,茶裏王台式綠茶微甜Pet600ml,41.00.00,27.00.00,24.00.00,26568.0,15.58,24.0,1107.00.00,PCS,110.00.00,0.645379243679272,12.542,11.786,1480.0,"[4, 8, 12, 16, 20, 24, 48]","[51, 24, 6, 4, 3, 23, 7]",C,26.0,141.19,5.88,0
14505021001,70.42857142857143,37.294197174053,0.52953221139629,21,21,1.0,0.0005508354515768,維力大乾麵-紅油擔擔(包)100g,40.00.00,33.00.00,14.00,18480.0,"0,179861111",30.0,616.00.00,PCS,167.00.00,0.5512374793753437,8.451,8.467,1479.0,"[1, 4, 5, 9, 10, 15, 20, 30, 60]","[1, 1, 122, 1, 33, 1, 3, 11, 2]",C,18.0,118.17,3.94,0
14833010001,70.42857142857143,40.98728025689363,0.5819694965481853,21,21,1.0,0.0008512911736033,新東陽辣味肉醬 160g,35.00.00,27.00.00,10.00,9450.00.00,05.05,24.0,393.08.00,PCS,290.00.00,0.3890235162747287,5.031,9.324,1479.0,"[3, 6, 9, 12, 24, 30, 48, 150]","[196, 79, 9, 5, 2, 1, 1, 1]",B,29.0,122.89,5.12,0
10031901001,70.23809523809524,103.10378497509429,1.467918294560664,20,21,0.9523809523809524,0.0001836118171922,御茶園特上紅茶 1250ml,35.00.00,26.00.00,31.00.00,28210.0,"0,692361111",12.0,2350.08.00,PCS,104.00.00,0.6596790053499109,12.826,"0,559722222",1475.0,"[1, 2, 3, 4, 5, 6, 7, 12, 14, 24, 25, 30, 36, 48]","[11, 19, 5, 5, 1, 10, 1, 34, 2, 13, 1, 3, 2, 8]",C,28.0,202.21,16.85,0
14830009001,70.14285714285714,37.6075600302462,0.536156660309009,21,21,1.0,0.0008012151811271,紅鷹牌海底雞170g,35.00.00,26.00.00,10.00,9100.00.00,"0,259027778",24.0,379.02.00,PCS,267.00.00,0.4132331127814536,5.376,4.989,1473.0,"[3, 6, 9, 12, 18, 24, 36, 45]","[175, 53, 19, 18, 1, 6, 1, 1]",B,19.0,118.28,4.93,0
14804010001,70.0,36.56227564033727,0.5223182234333895,21,21,1.0,0.0011016709031537,愛之味沖繩島黑八寶340g,40.00.00,27.00.00,12.00,12960.0,10.08,24.0,540.00.00,PCS,177.00.00,0.5380076998716689,8.258,04.55,1470.0,"[6, 12, 18, 24]","[133, 31, 6, 8]",C,14.0,116.8,4.87,1
12210018001,70.0,50.0999001995014,0.7157128599928771,19,21,0.9047619047619048,0.0002169957879232,家福超值盒裝面紙,20.00,10.00,08.00,1615.00.00,00.02,1.0,1615.00.00,PCS,84.00.00,0.7027749537507708,16.897,19.248,1470.0,"[5, 10, 20, 30, 45, 50, 55, 60, 100]","[34, 34, 1, 1, 1, 13, 1, 1, 1]",C,38.0,134.13,134.13,0
10010026001,69.71428571428571,72.18666279662945,1.0354644253614882,20,21,0.9523809523809524,0.0001335358683718,一日蔬果100葡萄蔬果汁 160ml,33.00.00,16.00,10.00,5280.00.00,04.39,24.0,220.00.00,PCS,80.00.00,0.7101581640305995,17.639,18.033,1464.0,"[6, 12, 18, 24, 48, 72, 96]","[44, 5, 2, 23, 5, 3, 1]",C,37.0,162.11,6.75,0
12201048001,69.71428571428571,58.24872776047805,0.8355350293511196,19,21,0.9047619047619048,6.676793418591842e-05,柔情抽取式衛生紙24入,20.00,10.00,08.00,1615.00.00,00.02,1.0,1615.00.00,PCS,45.00.00,0.798526691221813,32.533,11.618,1464.0,"[24, 48]","[29, 16]",C,45.0,144.27,144.27,0
14500026001,69.28571428571429,60.46250313801344,0.8726546844661732,20,21,0.9523809523809524,0.0009514430421404,味味A冬菜鴨肉冬粉(碗) 60g,43.00.00,28.00.00,17.00,20468.0,01.03,12.0,1705.07.00,PCS,192.00.00,0.5203313278112032,7.348,6.191,1455.0,"[3, 6, 9, 12, 15, 21, 24]","[101, 34, 4, 41, 1, 1, 16]",C,14.0,146.68,12.22,0
15020001001,68.85714285714286,63.4305019011246,0.9211898616345896,19,21,0.9047619047619048,8.345991955138743e-05,光泉低脂保久牛乳,32.00.00,15.00,13.00,6240.00.00,05.28,24.0,260.00.00,PCS,60.00.00,0.7630439492675122,23.323,16.587,1446.0,"[6, 12, 18, 24, 36, 48, 84]","[18, 5, 1, 24, 2, 11, 1]",C,42.0,150.05,6.25,0
10014020001,68.28571428571429,55.68944501172808,0.8155358056110806,20,21,0.9523809523809524,0.0002336877660127,崇德發天然黑麥汁Can330ml,41.00.00,17.00,13.00,9061.00.00,"0,397222222",24.0,377.05.00,PCS,88.00.00,0.6915718071365478,15.587,12.675,1434.0,"[6, 12, 18, 24, 30, 36, 48]","[41, 19, 5, 16, 1, 2, 8]",C,30.0,139.57,5.82,0
14244020001,66.42857142857143,46.0473358931561,0.6931857016174037,19,21,0.9047619047619048,0.000634295400232,萬歲牌無調味綜合果-盒裝,31.00.00,25.00.00,36.00.00,27900.0,02.08,60.0,465.00.00,PCS,165.00.00,0.5562040632656122,8.017,7.882,1395.0,"[1, 2, 4, 5, 10, 15, 20, 22, 25, 40, 45, 60]","[2, 1, 1, 120, 29, 11, 4, 1, 1, 1, 1, 2]",C,17.0,125.37,2.09,0
10000013001,66.28571428571429,85.49686711052216,1.2898234262363255,13,21,0.6190476190476191,5.007594882044941e-05,百事可樂 Can250ml,41.00.00,28.00.00,10.00,11480.0,07.03,24.0,478.03.00,PCS,53.00.00,0.7769703838269362,26.264,7.082,1392.0,"[24, 48]","[48, 5]",C,34.0,175.72,7.32,2
14110009001,65.80952380952381,37.369264172069336,0.5678397594887525,21,21,1.0,0.0012518988223746,奧利奧 巧心蛋糕量販包,34.00.00,24.00.00,40.00.00,32640.0,03.16,12.0,2720.00.00,PCS,502.00.00,0.2189963500608323,02.37,01.37,1382.0,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12]","[66, 415, 14, 56, 2, 21, 1, 4, 1, 1, 2]",B,7.0,113.64,9.47,1
12201095001,65.71428571428571,66.07355208942747,1.0054670970130268,15,21,0.7142857142857143,5.007594882044941e-05,舒潔親膚海洋膠原蛋白衛生紙,18.00,25.00.00,22.00,9985.00.00,"0,651388889",1.0,9985.25.00,PCS,31.00.00,0.8450559157347377,43.125,27.875,1380.0,"[20, 40, 60, 80]","[18, 1, 3, 10]",C,74.0,150.29,150.29,2
10035006001,65.71428571428571,49.092914821940305,0.7470660951164829,20,21,0.9523809523809524,0.0001669198391027,義美桂圓紅棗茶TP250ml,35.00.00,20.00,11.00,7700.00.00,"0,300694444",24.0,320.08.00,PCS,73.00.00,0.7285645239246012,18.04,13.098,1380.0,"[6, 12, 18, 24, 48]","[29, 7, 1, 30, 8]",C,33.0,128.55,5.36,0
15023011001,65.42857142857143,57.70318139285859,0.8819263531659609,20,21,0.9523809523809524,0.0003004556929226,統一蜜豆奶(草莓),34.00.00,20.00,11.00,7480.00.00,"0,300694444",24.0,311.07.00,PCS,77.00.00,0.7195846735887735,16.756,16.726,1374.0,"[6, 12, 18, 24, 30, 36, 48, 72]","[42, 11, 2, 17, 1, 1, 4, 4]",C,36.0,139.29,5.8,0
14501016001,65.42857142857143,44.28043747364227,0.6767752452303404,21,21,1.0,0.0011517468374222,滿漢大餐珍味牛肉(袋) 173g,34.00.00,26.00.00,15.00,13260.0,"0,1375",12.0,1105.00.00,PCS,209.00.00,0.4997183380276995,6.245,5.591,1374.0,"[3, 6, 9, 12, 15, 18, 24, 27]","[132, 39, 5, 27, 3, 2, 10, 2]",B,21.0,122.11,10.18,1
12201084001,64.85714285714286,146.78803960619058,2.263251711989722,20,21,0.9523809523809524,0.0003672236343845,家樂福優質抽取式衛生紙,78.00.00,48.00.00,39.00.00,146016.0,"0,511805556",4.0,36504.0,PCS,261.00.00,0.4211196480058665,4.127,7.662,1362.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 42]","[118, 87, 6, 78, 2, 2, 1, 19, 1, 1, 3, 12]",B,25.0,252.75,63.19,2
